Creditability,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,TSC_6EFA
1,-0.190720115,-0.544911253,1.128275586,0.918948888,1.405471066,-1.446693971,2
1,-1.259105255,-0.973662497,-1.000224591,1.395776182,-0.42705037,-2.683582089,2
1,-0.521722887,-0.351863968,0.395730197,-0.340920119,-1.366401409,-2.017789128,2
1,-0.611024508,-0.840658675,-1.187541207,0.650625413,0.818019446,-2.358282205,2
1,0.69532405,0.996709884,-0.146087486,0.824639988,1.344205844,-2.087335107,2
1,-0.967511173,1.564907273,0.024487911,-0.197554366,-0.162679595,-1.727534222,2
1,0.617673554,1.392229631,-0.888346154,-0.014335238,0.421538937,-2.196426953,2
1,-0.653592278,0.452585237,0.924462697,-0.135503229,0.452098969,-1.557187356,2
1,-0.393717174,0.329414145,0.961533617,-0.049723805,-0.584161635,-2.431244022,2
1,0.965839516,1.537863414,-0.187557489,0.415816923,-1.641926871,-1.887709036,2
1,-1.313695629,-0.285981184,-0.941891217,-0.712273895,1.416384613,-3.004636187,2
1,0.932793985,-0.527712567,-0.826749216,-0.505382348,0.246948312,-1.450031275,2
1,-1.506234715,-0.871552776,-0.466790737,-0.953538212,-1.367499927,-2.375183773,2
1,-1.750626087,-0.526585459,-1.467813997,1.730773301,-1.290935516,-1.051990039,2
1,-1.777564673,1.417421349,1.529964858,1.573566561,-0.584444771,-2.472470577,2
1,-0.216585984,-0.901248092,-0.904259415,2.059372399,1.536237308,-2.453268486,2
1,0.142722415,-0.905276832,-0.970054966,0.265409491,1.012460875,-2.160127984,2
1,-1.462398525,-1.592855181,-2.158270353,0.262303502,-0.630614199,-2.016300466,2
1,-0.301585557,0.609545383,-1.315973946,-1.114665898,-3.04043403,-2.082645339,2
1,1.64050559,0.2095486,1.308738778,2.000737611,0.610176441,-1.9551222,2
1,-0.53586787,-0.862083862,-0.503267595,1.000894513,0.513702695,-2.408347688,2
1,0.781938128,-0.862455605,-0.599684521,-1.115477674,0.172541289,-2.27787094,2
1,0.488682374,0.423999864,-0.72906621,-1.310123354,-1.223384974,-0.845554741,2
1,1.917591588,-0.693656936,0.256743371,2.215120884,-0.38535586,-1.78725717,2
1,-0.690547685,-0.499758907,2.35099376,0.034332534,-0.859201551,-2.83957163,2
1,-1.290290166,-0.521301412,0.280584779,-0.24928154,0.76025452,-1.669725974,2
1,0.94127456,-0.587942145,-1.028521478,0.525921354,-0.966392561,-2.431045427,2
1,-0.976651537,0.30668267,-0.560566238,-0.635780887,-0.536614559,-1.755084772,2
1,-0.712078135,0.208801844,-0.788237609,0.496879226,-0.18860145,-2.015800384,2
1,-0.895098248,1.491614881,-1.174122097,0.408890097,1.025274963,-2.039287311,2
1,0.253779787,-0.483977555,0.079766354,0.041007933,-0.730947581,-1.581159371,2
1,-0.624821384,0.448459145,0.918300659,0.62837203,0.352443183,-1.76737397,2
1,1.426772353,-0.774248473,3.480545532,-1.432175235,0.98438877,-1.325569652,2
1,0.907120696,-0.79402126,-0.465231131,-0.707078211,-0.647025764,-1.957814514,2
1,0.587193394,-0.437857042,0.83263404,-1.013847568,-0.749897433,-1.944950576,2
1,-0.203501568,-0.527256458,-0.717760739,0.495692568,-0.273768237,-1.828409484,2
1,-0.72679613,-0.847258482,1.597610774,0.073037406,0.943382036,-2.553629715,2
1,0.129936977,-0.680553124,0.437767654,-0.10343522,0.957765316,-2.265944467,2
1,-1.095596099,1.429735551,-0.584248592,2.205305928,-1.358186651,-2.469021519,2
1,-0.078911587,-0.843041677,1.63873834,0.060426732,0.591891141,-2.519012319,2
1,-0.276593381,1.276051983,2.964187587,0.494140534,-0.369365419,-3.125578847,2
1,-0.041884717,-0.882923837,-1.659319118,-1.107590175,0.017606939,-2.256800606,2
1,0.307010822,1.443848064,-0.28995341,-0.650678043,-1.076696812,-2.888213166,2
1,-0.154637781,1.444047605,-0.556036379,-0.293690631,0.990549901,-1.470364176,2
1,1.645195832,-0.757589829,-1.847741111,0.977517605,-0.759597979,-2.366412546,2
0,-0.207863787,-0.666453889,-1.4216569,-1.416287626,0.65608867,-2.18668818,2
1,0.006691748,-0.869612654,1.396122466,-0.908888057,1.400057438,-2.191563041,2
0,0.544644939,-1.024856671,-0.377061222,-0.706954298,-0.428708743,-2.326006856,2
0,-1.402754614,1.563076055,-0.863285471,-0.570156895,0.64423583,-1.975317112,2
1,1.67454653,-0.1647886,1.159263721,-0.596398864,0.142930444,-1.015044336,2
1,1.597535538,-0.853569506,-0.496758576,-0.876463117,0.01220888,-2.142040934,2
1,0.902111467,-0.388794541,-1.066919593,-1.729196108,0.440564104,-1.551718279,2
1,-0.823211633,-0.455958007,1.16814255,-1.668429711,-0.422619366,-1.900873216,2
0,1.044174582,0.935420813,1.784417236,-0.735422293,0.550684668,-1.772213584,2
1,-0.10105035,-0.803741983,1.471740755,0.667760481,0.8709509,-1.940162325,2
1,1.220792811,-0.534720056,0.599851109,1.720465163,-0.377460702,-2.113095541,2
1,0.599517156,-0.984167183,0.940617843,-0.19627895,0.624614676,-1.083142686,2
0,0.148334307,-0.547115226,1.153081001,-0.741551604,1.056496898,-2.043215653,2
1,-1.805173666,0.285781115,-0.730027449,-0.969811208,0.483078641,-1.863546754,2
1,-1.129731869,1.027446318,1.867660454,-0.204880723,0.134510695,-2.644050338,2
1,-0.260996868,-0.511629157,1.900598682,0.481441742,0.077703561,-2.031507028,2
1,-1.806387638,0.13375778,-0.562577557,-0.558086391,0.235620361,-2.15087908,2
1,-1.846790187,-0.089085096,0.690004903,-0.411856535,0.408377226,-2.831570131,2
1,1.076194166,-0.742954981,0.631723254,0.941131516,-0.249476698,-2.042986731,2
1,1.042559754,1.450824554,-1.344121837,0.813897355,-0.687382804,-2.782872115,2
1,-0.506052777,1.267036236,-0.151306136,0.024831795,-1.575567737,-1.289066356,2
1,-0.360667748,1.292224701,1.271459147,-0.03875852,-0.110626335,-1.300900938,2
1,1.481929328,-0.320489687,0.44864119,0.1055645,-1.526115887,-1.424184771,2
1,1.093159811,1.513342013,-0.418910601,1.422253564,-0.743219443,-1.958556445,2
1,1.925426421,-0.504185258,-1.034906644,-0.916166949,-1.394399561,-1.909639871,2
1,0.88366515,0.120384837,-0.511018666,-0.230264656,-0.077068643,-2.810764072,2
1,0.775389895,-1.012517118,-0.911773469,1.205373841,0.92317574,-2.573527288,2
0,-0.77990228,-0.924379251,-0.663909962,-1.381312924,1.262939888,-2.833433901,2
0,0.92937864,1.564874432,-0.696499877,-0.84938836,1.028315809,-1.929489107,2
0,0.671299436,1.585504191,-0.564841141,1.803779031,-1.777210481,-2.760428774,2
0,-0.353666064,-0.373143221,1.319959304,-0.18872621,-0.045682626,-1.435492685,2
0,-0.906574957,1.590060336,-1.573686896,0.247158241,0.882200287,-1.963390393,2
0,0.564386642,-0.605006947,0.281902297,0.9194775,0.058616359,-2.228497485,2
0,-1.415499659,1.418584896,-1.023785253,-0.198057291,-0.973598358,-1.408449142,2
0,-0.369429396,0.203588575,0.735768975,0.467392124,0.089259309,-1.156511438,2
0,0.511558005,1.735322151,0.400477358,-0.851773396,-1.374817943,-1.677537238,2
0,0.542498755,0.133896458,-0.899729566,-1.095045397,-1.131782499,-2.24367773,2
0,-0.044356008,1.136207398,-0.874263471,0.8916106,1.517403092,-2.659979316,2
0,0.10326101,-0.88237472,-0.573381636,-0.170323223,1.496691711,-2.215711409,2
0,0.940546965,0.72815073,-0.429308053,0.295849757,0.205195065,-2.936378121,2
0,1.517348219,-0.464606899,0.169334921,0.392221667,-1.443538407,-2.542774344,2
0,0.55011033,-0.754083695,-0.360797888,0.039483119,-0.924768084,-1.373301398,2
0,1.280936442,-0.817127127,0.209105335,0.405589121,-0.194096925,-2.428917515,2
0,1.407215117,-0.456162415,0.35657428,-0.988197237,-0.758434028,-1.796928893,2
0,1.980506482,1.058070268,0.292962992,0.159471818,0.502213385,-2.932391249,2
0,-1.68121878,1.34419915,-1.203108985,-1.223118448,0.729356979,-2.200220918,2
0,-1.185197137,-0.74547861,1.079506611,1.243158481,0.494217342,-2.290696044,2
0,0.236019123,0.193677502,-0.755277499,1.828778575,0.083341226,-1.906085878,2
0,-0.023868419,-0.441038757,1.457515666,0.058338743,-0.774837609,-1.575534161,2
0,1.494417511,-0.621266213,0.177409039,-1.355331063,0.296653721,-1.539144189,2
0,-0.622603193,1.676364556,2.323033498,-1.01913448,0.965208845,-2.927721398,2
0,0.048144396,1.154018139,-0.936726562,-0.499151047,1.03036676,-2.816218876,2
0,0.380578079,-1.091671089,-1.500722915,0.794659817,1.763294468,-1.299231576,2
0,1.916610686,-1.075296486,-0.515899008,-0.812078056,1.025703034,-2.118359865,2
0,-0.562100661,-0.684762755,-0.235199894,0.7442029,-0.344267281,-1.697292631,2
0,0.782902759,-0.900035625,0.98690057,-0.640302985,1.255487683,-2.491111614,2
0,-0.150939831,-0.972310922,-1.155611418,-1.164855369,0.962375538,-2.326136494,2
0,0.95917349,-0.651607809,0.861840265,-1.327925105,-0.485728665,-1.947286663,2
0,0.872100288,-0.938011366,-1.164550939,-1.038705782,0.83472891,-2.242971919,2
0,1.242296925,-0.646144958,-0.764764211,-1.3715455,0.010010238,-2.583165645,2
0,0.558801527,-0.806823225,-1.18333977,-1.129861674,0.123640056,-2.184872648,2
0,-0.773762067,-0.784426135,-0.238071147,-1.545551047,1.080124608,-2.531087094,2
0,0.279948324,-0.772508621,-1.272300286,-1.356088167,0.37916813,-1.896173999,2
0,-1.792857838,1.112141443,-0.367643912,-0.949053897,0.111806502,-2.5076477,2
0,-1.007050245,-0.584814977,0.996178342,-1.490903334,-1.293537531,-1.619464878,2
0,-0.68466722,1.443308099,-0.408177653,-0.4085774,-0.375397947,-2.295094594,2
0,-1.091030159,-0.390463374,-1.001202606,-1.320460387,0.277553325,-1.470489301,2
0,1.753442936,-0.664654195,3.064142979,-0.483528139,-0.537207203,-1.549471579,2
0,-1.30275358,-1.130063585,-0.539567861,-0.390235719,1.31413665,-2.617727951,2
0,-1.318227367,-1.032100197,-0.463210957,0.461908061,1.260723002,-2.431939976,2
0,1.438785072,-0.651168388,-0.829166736,1.024611539,-1.504389058,-2.469874294,2
0,1.122510471,1.414381472,-1.176922158,1.700828601,-0.148789976,-1.744339124,2
0,-0.287466156,-0.793327282,-0.260976098,-1.432189525,0.857282315,-2.872451174,2
0,0.521923112,-0.238175864,1.057646871,-1.517177155,-0.644498859,-1.406570552,2
0,-1.754975216,1.332168795,-1.005663898,-0.357685739,0.582304873,-2.175653574,2
0,0.989859155,1.647731401,-0.646752692,-0.305552954,-0.641318826,-1.942571891,2
0,0.506476863,-0.833587508,0.371541603,1.855384482,-1.020866491,-1.489332005,2
0,1.261380478,1.557608756,-0.342403769,-0.621825182,-1.596583017,-2.074863334,2
0,0.902731224,-0.255765855,0.879097414,-0.326363651,-1.285007784,-1.611871752,2
0,-0.572277059,-0.858164334,-0.49796727,0.182739365,0.272885567,-3.00484177,2
0,2.018902082,1.008785193,-0.047385126,-0.180130211,0.007312998,-1.926183619,2
0,0.989958672,0.451456747,-0.550768097,-1.281282922,-1.811408591,-2.369547285,2
0,0.491616443,0.434258478,-1.540865412,-0.487522995,-3.197752689,-1.997878359,2
0,0.90885548,-1.198326772,-0.220742064,-0.370593765,-0.534352454,-2.57079897,2
0,0.043576676,1.546807104,0.275654319,-1.436535138,0.902363751,-2.198761213,2
0,-0.207733821,1.403111757,2.778914053,-0.878933334,-1.165291431,-2.521215843,2
