Creditability,EF1,EF2,EF3,EF4,EF5,EF6
1,1.954781655,1.30431879,-0.194040619,-0.530482568,0.398977843,0.950399845
1,0.027102224,0.235270132,-0.339822069,-0.807813642,0.890505793,1.208096566
1,-0.536418632,1.120963807,0.65324674,0.666937843,0.739926129,0.304733566
1,-0.719318593,1.669261186,1.485612746,-1.156179332,0.73148541,0.721885729
1,0.165128398,0.366646413,0.599242148,-0.599645214,-0.217920059,1.101710637
1,-0.553271994,1.401070403,0.500134732,-0.471165168,-0.127149721,0.852281829
1,-0.680319937,1.176353846,0.84518562,-0.294586591,0.226843374,0.112389944
1,-0.839646133,0.266566304,1.316865694,-0.983166058,0.609277109,0.648881274
1,-1.313199391,1.22887133,1.196661389,1.395996708,-0.587464383,-0.815812503
1,0.029504844,1.033842848,2.161216659,-0.416760885,-0.620269469,-0.716134386
1,1.017840921,0.937111295,1.574395008,-0.511592819,-0.374647641,-0.633970942
1,1.107899162,1.598178666,1.615608246,-1.037214087,0.495945454,0.449237153
1,-1.166101766,1.156351652,1.075106505,-0.082437394,0.492950606,-0.464646932
1,-0.706130855,0.22158838,0.343438305,-0.920024868,0.597768749,0.397668392
0,1.586792925,0.792776471,-0.62903724,-0.646068739,1.074938871,-0.555422205
1,-0.896470422,1.437921254,0.376120191,1.460178889,1.050541914,0.731329047
1,-0.556895545,0.333279503,0.922380307,1.279003094,-0.282024365,0.221283075
1,0.434379539,1.478223715,0.680084187,-0.457132372,-0.630827195,0.734817958
1,-0.608683612,1.529266375,-0.067482975,-0.746989652,0.790351139,1.064349164
1,1.349368068,1.559507943,0.355075916,1.480806713,0.221322758,0.88851052
1,-0.257123769,1.585664168,0.572960046,1.600850105,-0.830180713,0.441616126
0,-1.573726628,1.30714431,-1.601770603,-0.688213368,0.861283019,0.329335006
1,-1.232626955,0.414182106,-0.041749222,-0.819966343,0.191936075,1.171497931
1,-1.118584989,1.710570277,0.485656851,-0.607391628,-1.009319884,0.976938496
1,-0.592853519,1.553884227,0.221544858,1.429175204,0.824612851,0.875878775
1,0.955747613,1.38110615,0.567823982,0.533735588,0.511377094,0.974308843
1,-0.300814266,1.303334438,0.575404561,0.60837244,0.506162974,0.099421371
1,0.965889166,0.338339358,0.958582544,-0.966781829,-0.682383689,0.152507744
1,1.429449005,1.517009295,1.205025669,-0.841911002,-1.36453757,0.040430067
1,0.281606791,1.463894988,0.384263849,1.471639198,0.981699862,0.567423021
1,0.361583771,1.428405308,0.718206901,-0.718011319,-1.534901955,-0.718290216
1,-0.185886376,0.451525051,0.560032636,-1.063550299,-3.591328402,0.098237471
1,-0.379780974,1.558544928,1.853947543,-0.817946742,-1.470817899,0.249756167
1,0.176960946,1.289528813,-0.577083667,-0.270637416,-2.271639996,0.321054759
1,-0.654919454,1.272640629,1.285645875,1.43686068,0.404901912,-0.127910324
1,0.175039957,0.720502607,-0.136491802,-0.227935715,1.310682158,-0.100865854
1,-1.611055589,1.675591567,0.402442619,-0.569401418,-1.270691281,0.644510912
1,-1.096348936,0.328303574,0.937618026,1.393031832,-0.367775675,-0.055415087
1,-0.689012872,1.512291866,0.717087302,-0.680813022,-0.138266933,0.464381463
1,0.721396497,1.463401469,0.929910021,-0.631936818,0.098921122,0.59060131
1,-0.687265387,1.360327441,-0.001572375,-0.651975281,-0.620315979,0.511295713
1,-0.459140174,1.123766381,-0.366623892,1.311079474,-1.245008692,-0.331088079
1,-0.756441804,1.862202485,0.292311783,1.415646269,-1.399676569,1.077653913
1,0.184342698,1.56303497,0.355853823,1.375756028,0.952139224,1.132299859
1,-0.920960297,1.509959098,-0.042129116,-0.770753551,0.829106933,1.059566333
1,-0.342067011,1.356716217,0.483968887,-0.580318204,0.766009132,0.725398376
1,-1.322433037,1.808697554,0.141836973,1.359912409,-0.63404409,0.694349376
1,1.336327912,1.255244319,1.332817785,1.212839304,-0.681907272,-0.273036114
1,-1.608826776,0.44032724,1.023939011,-0.892816997,-0.403706796,0.425707501
1,-0.982663529,1.184407485,1.124295949,-1.116928102,0.132597414,0.061169681
1,0.561092235,1.203205477,-0.398798033,-0.391986534,-0.614821097,0.360590474
1,-0.85930086,1.113553779,0.472544979,-0.193897949,-0.931226893,-0.3050221
1,0.532957753,1.771468297,1.751531561,-1.001963628,-1.598197621,0.382407826
1,-1.713591769,1.359733435,0.545048145,-0.280742409,-1.263277621,0.18159678
1,0.118704253,1.635290732,1.164193357,-0.80538349,-0.28589509,0.506932898
1,-0.476478981,1.440813647,1.427971865,0.773150446,0.688376186,-0.009272086
1,-0.503363955,1.676040195,0.753466914,-0.75322262,-0.594686946,0.858963365
1,-1.571713408,1.626757549,0.57086191,-0.920337142,-1.241530927,0.208974822
1,-0.591581238,0.641716174,0.032143541,0.864002265,-1.066182589,1.046712258
1,0.610090819,1.418930616,0.200867753,-0.425979882,-0.777575261,0.577149826
0,-1.548891678,1.271378041,-0.679936849,-0.451613742,0.413621653,0.031957194
1,0.74787526,1.218810335,-0.566627907,-0.552329995,0.455610342,1.075909643
1,-0.038622352,0.401140727,0.009732524,-0.803296478,-0.153265562,1.029050592
1,-0.838670165,1.257098039,0.896779256,-0.594327407,0.686013099,0.660980638
1,-0.779982218,0.227518517,1.746407623,-0.741294609,-0.72449816,0.150858226
1,-1.715821798,0.559057864,0.298652963,0.801565866,-2.531967985,0.280957612
1,-0.473333367,1.134015785,1.609318826,1.479432181,1.355735229,-0.101258054
1,0.468534095,1.615083555,1.604595074,1.119938394,0.302494851,0.11851644
1,0.369242208,1.533842408,0.50855742,1.609475363,-0.61467795,0.545470224
1,-0.201525788,1.695265386,0.56626802,1.483904392,-0.740300908,0.603189743
1,-0.120924118,1.508444219,1.726458478,-1.043518789,1.209590716,0.349669576
1,-0.633617097,1.1716076,0.948113994,1.555967417,1.49538303,0.073175235
1,0.396806469,1.272254807,1.589010667,-0.753416731,1.116423542,0.096686604
0,-0.423732183,1.31921168,-1.500970717,1.541633164,-0.05489812,0.414549259
1,0.520883419,1.319178512,0.486169545,-0.568230086,0.87126759,0.833422633
1,0.801458097,1.171126295,2.398380093,0.488550672,-0.891269222,-0.286703711
1,-0.38161636,1.384368965,-0.745275503,-0.783192853,0.632087008,0.91155021
1,-0.790435008,0.64847674,1.565509979,0.983568862,-0.698596244,0.261578008
1,-0.871003681,1.23368623,0.597677072,-0.484273577,0.668153279,0.78056185
1,-0.526514103,1.115857384,0.887991412,-0.483675455,0.480844411,-0.415200879
1,-0.079388526,1.203606036,-0.391428402,-0.444723887,-0.260949924,0.329566127
1,-0.487679616,0.310754036,-0.811556984,-0.653163568,-1.370970712,0.751496838
1,1.325364542,1.215975178,1.15984694,0.365130253,-0.35770891,0.037572957
1,-1.294355087,1.171445596,-0.642859521,-0.599175968,0.759466731,0.778898551
1,0.301208751,1.53823201,-0.581546153,-0.598119218,-1.429905974,0.724085307
1,0.091396201,1.122992273,-0.295757798,-0.255116646,-1.258393162,-0.184433758
1,-1.768041521,0.268247473,-0.546440078,-0.836475344,0.487729061,0.873503871
0,-0.830566819,1.208587974,-1.010442596,-0.564741686,1.374671995,0.301353115
1,0.17014941,1.07716703,1.04054036,-0.681389643,-0.454064401,-0.202337798
1,-1.446297234,1.1514849,0.402482084,0.712676084,-0.199674683,0.187118678
1,-1.192608359,1.147270146,-0.026664969,-0.596199397,1.235902627,0.699334598
1,0.596510528,1.262673623,-0.310752369,-0.480188768,0.167692703,0.786661117
1,-1.372737662,1.65365386,-0.214148733,-0.896076535,-1.316259008,0.332461519
1,0.341892209,1.36243579,0.443488751,-0.483178431,0.230867603,0.85867074
1,1.091613164,0.327858125,1.826918862,-0.841628034,-0.928421255,0.213240002
1,-0.562421676,1.366302195,0.862961936,-0.42016119,-0.768543641,0.49829725
1,-1.679845097,1.488730094,0.237681782,2.505975305,0.322643941,0.081365261
1,-1.264850755,0.216038713,0.401574915,-0.681978023,0.870813029,0.981383393
1,-0.635268214,1.196017469,0.688209627,1.260317939,1.319510294,-0.103012745
1,0.527577023,1.002305309,2.294926421,-0.74314621,1.900147643,-0.238605285
0,0.338394323,1.31791705,-0.740307852,1.597426834,0.623799935,0.211837632
1,-0.921250157,1.307841078,1.171067524,-0.745963184,-1.569435132,-0.299230769
1,1.78508207,1.29972133,0.798243916,0.579486415,0.644806381,1.193211046
1,0.035323683,1.38561124,0.899649657,0.347180507,0.921863882,0.818920453
1,-1.126094418,1.552487996,0.507167823,-0.161337704,0.311389986,1.156874777
1,0.084747043,1.671232171,0.302301995,0.275155878,0.438266973,1.481857096
1,-0.541974132,0.103028476,1.726527519,-0.897742693,0.685674599,0.232742377
1,-0.485339044,1.579672506,1.655701368,-1.166452691,1.242443596,0.382405627
1,-1.778546089,0.733655702,0.637622718,-0.372712124,0.927784725,-0.496743159
1,1.259141246,1.730472161,-0.4850778,1.394319079,-1.134920403,0.843344345
1,0.078057695,0.496142666,1.63430991,-1.072066872,-0.728870471,0.354718604
1,0.886547726,0.346404343,1.004125121,-0.851995215,-1.828828009,0.606687918
1,0.420029815,1.740247984,0.810886921,-0.677011695,-1.375417495,0.719692776
1,-0.563427446,1.687701547,0.794695305,-0.998238192,-2.356190516,0.30788506
1,-0.293532053,0.954630351,1.964245851,-0.647505667,0.891020471,-0.057435703
1,1.028406779,1.260915104,1.659307899,-0.442714546,-0.871345221,-0.191753316
1,-0.594012918,0.431212954,-0.07009549,0.34253874,0.564967135,0.329744538
1,0.166448771,1.024230485,0.004383509,-0.171471889,-0.74361536,0.071056637
1,-0.298230135,0.914146022,0.240621141,-0.137605392,-0.564418138,0.14802683
1,-0.458309631,1.354705941,1.701705707,0.222827149,0.471624089,0.459843736
1,-1.151153864,1.47615531,0.425396541,1.524929506,0.338653417,0.755964483
1,0.773295243,0.576700261,0.227399257,1.303874484,-0.083561517,1.317557517
1,-1.236621188,0.318881115,0.515640902,-0.593753835,-0.267934843,0.835723892
1,-0.330505862,0.194596527,0.786947498,-0.710374995,1.140849091,0.634135757
1,-0.89975733,0.202517585,0.662846604,-0.510012797,-0.395876954,0.722198511
1,-1.420672832,1.455752213,0.565515761,0.657640129,-1.131185605,0.432218951
1,-0.648957168,0.351308962,0.221645722,-0.68921781,0.606128171,1.130715952
1,0.359841399,0.326520899,0.611586657,1.341636357,0.435377026,0.761092691
1,-0.278154201,0.406285475,0.157522127,1.388587671,0.402944755,1.091664471
1,-0.857158439,0.277201932,0.580738781,1.538819229,-0.28394499,0.656905513
1,-1.065553221,1.11881304,1.95912873,1.321850555,1.451106637,-0.230404927
1,-0.220979936,0.712880936,1.081173253,0.005254774,-0.939391407,1.004470735
1,-0.077862634,1.317910053,0.798738013,-0.296907147,-0.702304651,0.108103423
1,0.606035295,0.534417586,-0.51071781,-0.732408867,-1.180804264,1.169405192
1,0.487901627,1.54233901,1.610501243,-0.831696282,-0.395977381,0.273826305
0,1.2309542,1.547153641,0.879605749,0.413952247,-1.27263316,-0.763030578
0,1.248980923,1.903550796,-0.666062513,1.47005236,-1.160978333,0.841140425
0,1.581598579,1.394329434,-0.230677581,-0.47335758,1.056478917,0.679939492
0,1.902301488,1.656441399,-0.695176569,0.481124092,0.302198237,0.712101348
1,-1.185092973,1.304815267,0.636725837,-0.469134937,0.413894723,0.681490583
1,-0.719318593,1.669261186,1.485612746,-1.156179332,0.73148541,0.721885729
1,1.25926898,1.596406422,0.489697614,1.69914797,-1.076066855,-0.565631743
1,-0.563568621,1.101095658,0.130061501,-0.333082586,-0.622955809,0.444584515
1,0.087976331,1.759807157,0.354659692,1.408788613,-0.396856036,0.820569222
1,-0.873415643,1.062132578,0.415511986,-0.238010043,-0.361852956,-0.232192349
1,0.149195528,1.221368789,-0.60286795,-0.545570849,0.306747363,-0.505675102
1,0.297745538,1.192551156,-0.043875171,-0.560975189,1.128304781,0.540211403
1,-0.51461296,1.148161022,1.064606226,0.862538099,-1.081039719,0.49529406
0,-0.1952861,1.504979893,-1.249836697,-0.782887633,0.917604441,0.671236859
1,-0.650511885,1.434814783,-0.507342402,1.408400969,0.800193745,0.799086322
1,-1.317054119,0.245046166,-0.399500826,-0.713407747,0.089846718,0.971528087
1,0.675098521,1.292560144,1.004650257,-0.915248481,0.883935193,0.044862667
1,-1.178570375,0.373461609,0.434080706,-1.204627044,0.802679918,0.847187818
1,-0.26878312,1.138224364,1.546273668,0.483955753,0.693572294,0.180619247
1,-1.240917574,0.355968325,0.23456764,0.397177454,0.236620332,0.634940185
1,-0.839353886,1.057315838,2.048993197,-0.747619993,1.481689234,-0.262577115
1,-0.793383083,1.487764821,0.500961389,-1.061690181,0.412846899,0.786133174
1,0.981735222,1.531041146,0.451494215,1.17749263,-0.686978266,0.380992207
1,1.286221898,1.462916932,0.247540614,-0.483602888,-1.7317065,-0.363915042
1,1.311470731,1.670851997,1.725940461,-0.898953901,-1.077358242,0.733122391
1,-0.557697414,0.104344542,0.693064319,-0.628251116,-0.80553288,0.198429815
1,0.152015523,0.473466058,1.492673104,1.182515708,-1.069359022,0.332348023
0,1.653957996,1.568689427,-0.915370048,-0.781054548,0.307822956,1.048379943
1,0.533830064,0.876171005,0.899254287,-0.337853831,1.495475645,-0.241119799
1,0.088614583,1.480776941,-0.042402894,0.853507927,0.177072802,0.485462747
1,-1.134747479,1.233284585,0.735678287,1.539190044,1.046838363,-0.119485451
0,1.518733196,1.7397229,-0.967177924,1.297024503,-1.401573458,0.176727485
0,1.96130895,1.193008973,0.019605966,-0.860993214,0.963347428,-0.027099418
0,0.413280823,0.481883585,-1.3559852,-0.725637803,-1.522344063,0.493531977
0,-0.797443851,1.572033365,-1.47014049,-0.966431096,0.908682258,0.724249988
1,-0.261412487,1.164282725,-0.509715477,-0.57964329,0.367533252,0.857971134
1,-0.102532369,1.277964558,-0.102200208,-0.524720057,-0.166557014,1.129375645
0,1.179389659,1.61349981,-1.941160334,1.347379985,-0.035201395,0.344253288
0,-0.166933951,1.573730975,-1.811034609,0.047446129,-0.833467258,-0.641447998
1,-0.178084304,0.97769272,0.805109846,-0.780387556,0.92709025,0.098863485
1,-0.661156518,0.55036833,-0.94253,1.200561336,-0.373339505,1.003667271
1,-1.021236387,0.956404481,-0.452075725,1.655498416,1.29837999,0.175032952
1,-0.660463436,1.171111613,-0.373831187,-0.447849263,-0.36470869,0.422248483
1,-0.4320143,0.97797527,-0.506559008,-0.395363841,0.645403583,0.411117197
1,-0.688693003,1.068269211,-0.487897174,-0.536073452,0.774039182,0.567907983
0,0.195298392,0.294723447,-1.691466996,-0.543174376,-1.083783869,0.218531288
1,1.26133495,0.225323922,1.874478037,-0.789723263,-0.694516143,-0.148046818
1,0.619435144,1.148390056,-0.436681878,-0.480077028,0.158897311,0.637010242
1,-0.29553901,1.465173444,-0.86049383,1.310041593,0.562748617,0.948505229
1,0.732809741,1.406017263,-0.420337305,1.63362385,-1.440013206,0.507748046
1,0.901828041,0.373664337,-0.229127691,-0.445312675,-1.440812842,0.311001605
1,1.654885611,1.003435238,-0.106815777,1.853671093,-0.12965182,0.115393977
1,0.253367315,1.133678029,1.282014177,-0.518387158,-1.722254074,-0.662229293
1,-1.275574754,1.030910111,0.10078507,-0.274083782,-0.082604854,0.230527863
1,-1.253692168,0.43315041,-0.680910628,0.640088359,0.679070425,1.106361676
1,-1.293985924,1.016576119,-0.237321185,0.672735413,0.991324258,0.102573907
1,-0.613711601,1.139571336,0.064565047,-0.226792362,-1.469382819,0.349948046
1,-1.455764837,0.28755475,-0.571793938,-0.812711446,0.448973267,0.878286701
1,-0.773549751,1.51788751,-0.383090622,-0.602188916,-0.937093064,0.57410737
1,-1.437060037,1.118653189,-0.257762509,-0.472267158,0.658722362,0.349883126
1,-1.787615139,0.796433303,0.032726324,-0.269550177,0.98194489,-0.096007118
1,-0.644261731,0.287161147,0.512926396,1.348127783,0.321849779,0.277756184
0,-0.42618149,1.189288051,-1.20194935,-0.620303149,1.183953837,-0.276951433
1,0.83839559,1.488047819,0.964060094,-0.493810327,-1.10935311,0.74372628
1,-1.493788294,0.429511515,-0.610871913,-0.867769355,-0.126303584,0.842975832
1,-0.445570171,1.386080718,0.474956077,1.349651373,-1.672606377,-0.097939219
1,-0.043295084,0.248132578,0.376608068,-0.626115294,0.620700622,0.919725385
1,0.20144791,1.003577476,0.606958813,1.389642096,1.722992529,0.018515663
1,0.789285424,1.645439941,0.544383502,0.559960414,-1.556438837,0.032665299
1,0.653541436,0.865658739,0.521648206,0.550322054,0.803057122,-0.604733414
0,1.308735301,0.9195527,-1.016393001,-0.602360729,-0.405706384,-0.502245848
1,0.858529807,0.892586083,0.982579962,-0.188439429,1.174709998,-0.056900843
1,-1.289225594,1.097021475,1.883671142,1.339202243,1.3322498,-0.660297697
0,-0.338210004,1.3853032,0.041618389,-0.986348714,0.76255227,0.0912847
0,1.401531973,0.515729217,-0.925658103,-0.789442079,-0.875064113,0.560123834
1,0.273054717,0.463755684,-0.265998978,-0.701695508,-1.342978782,0.849777695
1,0.292548969,1.634887705,-0.710767627,-0.652886801,-1.617079243,0.863852205
1,-1.204777573,0.21086902,1.306791764,-0.598036104,-0.704295675,0.222391203
1,-1.340699715,1.153473025,0.700717307,-0.347403689,0.024581215,0.235537618
1,-1.013961506,0.011809551,1.630836651,-0.601497325,-0.821490806,-0.244071707
0,0.829222575,0.52683048,-0.38542555,-1.182728039,-0.479823033,0.131959624
1,0.648993089,1.580148976,1.799772743,-0.793448773,-1.243392423,-1.191819271
1,-0.578565904,0.57003854,0.462501269,-0.713020104,-1.107203063,0.993010988
1,-0.570995515,0.761829367,0.118784666,0.84058756,1.67967695,-0.10357111
0,1.117519037,1.396166681,-0.473425098,-0.681695197,-0.226498738,0.119952865
0,0.991105942,0.470921666,-1.561447773,1.314424264,0.395818208,0.712023313
0,-0.10204883,1.481451824,-0.331988206,-1.183932043,1.440367023,-0.0067098
0,0.665776572,1.297110089,-1.554428406,-0.55026976,0.886420971,0.345848609
0,-0.291014195,0.286558678,-1.193446768,0.228673758,1.355552586,0.783821177
0,-0.946087412,1.365196434,-1.36068983,-0.343896672,-0.763402495,-0.530178352
0,-0.52781364,1.605603456,-0.877424233,-0.55227172,-1.109205571,0.457500722
0,-0.914993983,1.039452034,-1.3681942,-0.458183091,1.272582637,0.101383271
0,0.397865533,0.545190938,-0.851528256,0.325254834,-0.312030176,0.847349149
0,0.222695506,1.261607206,-0.211200982,-0.938842872,1.041274753,-0.179560782
0,0.440747664,1.211033638,-0.084450447,-0.954325787,1.828592524,-0.54049957
0,0.000835479,1.454676974,-0.354871127,-1.089917646,0.801466728,0.21924492
0,-0.388956072,1.321542486,0.16061228,-0.981193107,1.40735548,-0.172188902
0,-0.479968513,0.424789194,-0.484752275,-1.376426933,1.366667187,0.215570429
0,-0.196564215,1.490580415,-1.690728919,-0.754081887,1.000484119,0.713629963
0,0.102198371,1.398540044,-1.019893118,-0.57732985,0.37023178,-0.439432602
0,-0.316540341,0.940700338,-1.107285475,-0.986381211,2.027049375,-0.38555096
0,-0.362947501,1.616982322,-0.561816586,-0.697072456,0.618238631,0.947742516
0,-0.084341624,1.424857028,-1.393875787,-0.556268582,-0.68508001,0.573368954
0,-0.333567581,1.465086748,-0.297018152,-0.108026759,0.987373898,0.842252398
0,-1.038312062,1.453078943,-1.097079747,-0.671704366,0.565490033,0.627329066
0,-0.099579769,1.815400149,-0.630923717,0.361154174,-0.261543086,0.328756355
0,0.019058663,0.227260314,-1.71494912,-0.722126128,0.670206574,0.665594025
0,-0.104565401,1.50095935,-1.718287136,0.429453151,0.095834751,0.35112656
0,-0.126910356,1.284239918,-1.605933293,-0.056532918,0.658594095,0.182681873
0,0.897245004,1.503298469,-1.062155648,-0.469380213,-1.065497425,0.647572359
0,0.960410703,0.951192734,-0.919576546,-1.243449368,0.878404423,-0.378708418
0,0.245388344,1.51945321,-0.185725144,-0.379478388,-1.441550117,0.378147768
0,1.638968552,1.685273805,-1.10508154,0.506744112,-1.114533808,0.433843532
0,-0.351807779,1.457615602,0.448699248,-0.646877467,-0.019052512,0.019565161
0,-0.931913796,1.35268947,0.241191444,-0.746723422,1.315953903,-0.290909625
0,1.285663156,1.070623321,-0.600006746,-0.41512066,1.028356259,-0.247667459
0,-0.746139272,0.145321578,-0.543565102,-0.505025166,0.581513094,0.142231776
0,-0.856239415,0.223160985,-1.450824388,-0.911968042,1.104351086,-0.017152322
0,1.114439481,1.502185387,-1.605097101,-0.599285531,-0.55299175,0.724307594
0,-0.756181199,0.595513852,-1.272368934,-0.778005298,-1.188002119,0.874741041
0,-0.509375392,1.57610893,-1.210787931,-0.767748993,0.663345885,0.572165592
0,1.820185859,0.469116101,-1.077821035,-0.556320652,-1.290806276,0.777729263
0,-0.377292622,1.579744773,-1.344709883,-0.682230986,0.324462899,0.249303669
0,0.897882238,1.734522848,-0.644799987,1.470405631,-0.046333689,-0.202410932
0,-0.685696575,1.784767054,-0.651989294,-0.736701399,0.176806805,0.988438147
0,1.407252378,0.683131061,-0.649832789,1.016997707,-1.597788601,0.422524354
0,1.803120835,0.582848236,-1.589470786,1.250639925,0.154900957,1.210459312
0,1.803120835,0.582848236,-1.589470786,1.250639925,0.154900957,1.210459312
0,1.34495929,1.212459924,-1.332205482,-0.393443173,-0.126010455,0.185734994
0,-0.807002801,1.503387062,-1.582988206,-0.757497589,0.508621771,0.631234552
0,-0.488492207,0.481635207,-0.943015199,-1.382762247,0.010490326,0.395255129
0,0.477297724,1.416429347,-0.802943451,0.509544341,-0.337506811,-0.277700377
0,0.412905738,1.244907831,-1.518846963,-0.524421682,0.467546825,0.464772482
0,2.187105424,1.638222737,-1.588477402,1.370279241,0.105340733,0.796511807
0,0.144107512,1.231720685,-1.526603608,-0.50378316,0.325032264,0.562237668
0,-0.632302139,0.541084191,-0.003771718,-1.207565128,-0.360015634,0.329479045
0,-0.295640655,1.374859066,-1.650926389,-0.681538594,1.09187467,0.449808329
0,0.623516802,1.548621811,-1.155006323,-0.112143188,0.294484677,1.050335602
0,1.446246166,1.268600425,-0.948612703,-0.427034455,0.09054357,0.427721239
0,0.61258451,1.590654547,-0.408285609,-0.521691527,-0.156589004,0.770953046
0,0.118852693,1.297032524,-1.335105093,-1.374870356,-1.191396645,-0.106586957
0,-0.406836158,1.513062505,-1.737255299,1.320598218,0.693541937,0.767260838
0,0.52064196,1.263973485,-1.42942802,-0.542197391,0.563329544,0.588827217
0,-0.515430009,1.471339714,-1.388977094,-0.679256433,0.268935666,0.321172716
0,-0.150182563,1.47776169,-1.476360353,-0.657253333,0.405578285,0.173242748
0,0.427576049,1.379256746,-1.630585367,0.398831596,1.137411079,0.089259039
0,-0.398430917,1.495986065,-1.354827021,-0.541129942,-0.939338566,0.474297687
0,-1.094604715,1.275846184,1.102793086,0.122363666,1.573082977,-0.364053302
0,-1.01909454,0.427596573,-0.539817263,2.161320712,1.214744199,0.086208708
0,-0.207402517,0.950476627,-0.552727881,-0.147741238,0.630052538,-0.415615036
0,1.066301846,1.808515345,-0.313196443,1.432117802,-1.074802081,0.151899544
0,-0.494264154,1.509501443,-1.911774054,2.624858406,-0.20849664,-0.626224014
0,0.885234292,1.214683321,-1.045658134,-0.423209445,0.15766524,-0.776748639
0,0.738276646,0.561364269,-1.104542939,-0.941059109,-0.138992273,0.741696135
0,-0.301424888,1.402998888,-1.74573134,-0.637506245,-0.033632599,0.5311506
0,-0.821117584,1.451965861,-1.6400212,-0.801609683,1.077995707,0.704064302
0,0.061777509,1.430028665,0.515563025,-0.876851943,-0.615188219,-0.321171231
0,0.137170396,0.647315552,-1.315320008,-0.751116023,-1.122999146,0.786841516
0,0.082787891,0.344504469,-0.452930766,-0.201089082,1.070067585,0.712811469
0,1.904494568,1.44122619,-0.814803654,0.582086888,-0.432225986,0.831816412
0,-0.837107503,0.244710927,-1.260593997,-0.970859338,1.357746436,0.532012353
0,-0.690168923,1.603745177,-1.569733666,-0.628157814,-0.787738732,0.060465111
0,0.018977086,1.430486261,-1.187276598,-0.548877972,-0.261109152,0.259484992
0,-1.325707706,1.313506063,-1.749653911,-0.60227134,0.54547415,0.312311118
0,1.779047195,0.849863721,-0.514113662,-0.228312318,1.36985479,-0.053733773
