Creditability,EF1,EF2,EF3,EF4,EF5,EF6,TSC_6EFA
1,-1.411583876,-0.998795804,0.414235724,1.539844348,0.630898484,0.281282826,1
1,-0.037550833,-0.61515634,0.498872378,1.356449464,0.083772228,0.476995866,1
1,0.143408865,-0.526312608,1.625284542,-1.093351068,-0.782794022,0.429685635,1
1,1.11614129,1.08571769,0.846708253,1.788273325,1.218325529,0.447465827,3
1,-0.980336604,1.627982562,1.558080256,0.923656379,1.069346438,0.512043002,3
1,-0.855027094,0.659149605,-0.235219324,-0.14866846,0.764281639,-0.238363065,3
1,-0.899930162,1.237784472,0.478923187,1.676294606,0.966565024,0.532236548,3
1,0.94999296,-0.627858537,0.6903829,0.828969389,0.689740036,0.243112141,1
1,-0.108228967,-0.888691404,0.897789627,-1.129860149,1.344088091,-0.050201241,1
0,-0.240042674,1.484460284,-1.657618415,-0.798484307,1.181754474,0.611381946,3
1,-0.571486476,-0.567665224,0.239038832,-0.871850139,0.823354779,1.265008583,1
0,-0.334953293,1.508821565,-0.208908725,1.413419037,0.84532388,0.461527791,3
1,-0.288419576,0.355012936,0.538732134,-0.770298185,0.308872611,1.037376257,3
1,-0.310435523,-0.777482287,-0.612621444,1.181685872,0.511522721,0.829613592,1
1,-1.804259554,-0.025196911,0.454274182,-0.472274517,0.706735096,0.347615294,1
1,0.387938963,-0.447810243,-0.129945688,-0.767069844,-1.183762469,1.277985619,1
1,-1.203583934,-0.493119753,0.142142274,1.235744314,0.166371322,1.095513455,1
1,-0.429049185,-0.824122501,2.106982169,0.187905172,-0.994709266,0.216751286,1
1,1.501425033,-0.929536815,2.046209241,-0.862106079,0.308234703,0.187627818,1
1,-1.762868417,1.085255445,-0.991127139,3.784213915,0.764856511,-0.60715636,2
1,-1.383354309,-0.895953402,0.528301711,1.628068536,-0.507849388,0.135623326,1
1,-1.988894926,-0.807112055,-1.021948479,-1.014447994,-1.225514132,1.036072434,1
1,0.397837348,-1.009416037,1.880221142,-0.876562896,0.78883806,-0.000746346,1
1,0.423996243,-0.809984516,1.58866769,-0.941695642,0.233221166,0.381035468,1
1,-1.209788283,-0.79248266,1.043267416,0.108194473,0.933577123,0.901453723,1
1,1.37195926,1.423788792,0.542216273,-0.562445686,0.777268122,0.996167951,3
1,0.465436518,-0.920464273,1.859821609,0.126860584,0.59714516,0.449589028,1
1,1.227890593,-0.857510056,0.580580625,1.198529356,-0.702735738,0.165908384,1
1,-1.85565542,-1.005796559,-0.961877828,0.890663844,0.540249939,0.245342747,1
1,-0.821792556,1.615596666,0.846321357,1.482461342,-0.639720074,0.393258584,3
1,-0.076341855,-0.832336888,0.59789981,-0.525824873,-0.575669482,0.504421951,1
1,0.247375853,-0.767255682,0.408449849,-0.712440432,0.890561987,0.794979212,1
1,-0.301783045,1.501511595,-0.080511418,-0.58570187,-0.876651978,0.591690288,3
1,0.499774415,-0.927056918,0.463656685,1.007955838,1.247513249,0.156836833,1
1,0.662976002,-0.613036291,0.440557066,1.003773835,-0.040008281,0.387328789,1
1,0.650708182,-0.957213778,1.844639698,-0.902410974,1.207712206,-0.119670219,1
1,0.586041151,-1.004037396,1.246435331,-0.682303314,1.171992567,0.119492205,1
1,-0.014224835,-0.610243316,1.600738041,-1.168457851,1.208354709,-0.856496298,1
1,0.533953188,-0.956557054,1.771522096,-0.904882354,0.119278182,0.040594663,1
1,-0.230334054,-0.522193129,0.904831531,-1.304446891,-0.220947588,0.385977264,1
1,1.096237173,-0.817802179,0.958593236,0.596381033,-0.597259614,0.842139006,1
1,-0.207377758,-0.943475523,1.568089056,0.184177061,0.933156514,0.538145893,1
1,0.190274266,0.060744211,-0.661852527,1.42568444,1.025691758,0.502011621,1
1,0.073093012,-0.789571419,1.759433918,-1.121652067,1.18793033,0.172104635,1
1,0.268328653,1.175249795,0.711107113,0.652711531,0.962541733,0.641943981,3
1,1.00303297,-0.894089981,1.875334898,0.08558354,0.882174282,0.254658656,1
1,0.595570653,-0.633629757,-0.199208666,0.259414502,-1.098212167,0.36679969,1
1,0.295893389,-0.742909082,0.81901766,0.226465308,-0.601337734,0.579733488,1
1,-0.218522701,-0.926183846,1.900301745,0.029720811,1.132286689,0.316316664,1
1,-0.2735741,-0.696214658,0.315238321,-0.994110395,-1.367900642,0.356465585,1
1,0.609519038,-0.615623474,0.215104781,1.310597465,0.500205301,0.895694629,1
1,0.744113279,1.382116617,0.339899167,1.15951894,-0.148374896,0.747823597,3
1,-1.671389883,1.029895251,0.411292943,1.428077753,0.378699556,-0.491502831,3
1,0.337762391,1.19692018,0.948232834,0.747254831,0.949954419,-0.360830457,3
1,-0.39570122,-0.625384848,-0.216359484,-0.041310401,0.576745205,1.216661039,1
1,1.095789928,1.388640234,1.25922992,-0.860228967,-0.292874985,-0.052748598,3
1,1.216099865,1.268016418,-0.278475274,-0.25283974,-1.010878934,-0.191689766,3
1,-1.362289008,-1.14597657,-0.474724346,-0.563000602,0.489450703,0.464743461,1
1,0.816719042,-1.049099501,0.140553482,0.554055949,-0.447521206,0.429742219,1
1,0.236883056,-0.370172924,0.761734916,1.016076772,-0.789595408,-0.436897219,1
1,-0.979525309,1.50328239,-0.14854374,0.481559899,-1.748590421,0.828521951,3
0,1.236282486,0.468246435,-1.224966942,1.023337149,-0.958080162,-0.340756436,3
1,-0.948868316,-0.656514883,-0.857788591,-0.932221323,-0.207424876,1.233432907,1
1,0.070534473,1.156728663,-0.05891851,1.997293223,-1.431181682,-2.367937966,2
1,0.103506754,-0.769871969,1.327630337,0.103615349,0.243694595,0.843921207,1
1,-1.150152795,1.278562526,-0.750362994,-0.675006094,0.691733905,0.515362228,3
1,1.0868897,-0.496407485,0.668218482,0.353294274,0.031481062,-1.531383456,2
1,0.92672611,1.084311398,0.092788306,0.343000284,-1.006915087,0.400179399,3
1,0.268102033,0.336004071,0.30225689,1.40207821,0.875147147,0.7569672,3
1,-0.270650814,-0.594131876,0.377781074,-0.637706783,-0.720388277,0.984016983,1
1,-0.344593972,1.440004984,0.469562008,1.471800655,0.854283371,1.187463334,3
1,-0.665853192,0.157458137,0.457930303,-0.468182863,-0.142311886,0.778004373,3
1,0.172817486,1.232731153,0.583038352,-0.347905756,0.717029072,-0.713285624,3
1,-0.218230873,1.133626781,2.087445041,0.219735999,1.29866587,0.014286573,3
0,0.123403619,1.18036606,-1.307238636,-0.449305902,0.124101952,0.247393003,3
1,-1.143747494,0.878565735,0.030268402,-0.169231545,0.28452282,-2.478685637,2
1,0.428590191,-0.002929556,0.740466939,0.28543377,0.502953576,0.689558954,1
1,-1.199207757,1.253394066,0.579692843,-0.513247032,0.983268659,0.754320333,3
1,1.003689268,-0.729251159,1.026005768,-1.027258889,-0.831396471,0.146685444,1
1,-0.482103313,-0.954979874,-0.300809623,-0.575652308,-0.84110654,0.555560001,1
1,-0.410715171,-0.842108047,-0.25701872,0.178278595,0.933231924,1.056708455,1
1,0.74458033,1.452045069,1.591839409,-0.690986671,-0.524612979,0.117035519,3
1,-0.64505387,-0.870911349,1.093183385,1.211495979,1.528134023,0.153376096,1
1,0.917704968,-0.823608449,1.161616563,-0.869445576,0.940854077,0.34482622,1
1,1.954781655,1.30431879,-0.194040619,-0.530482568,0.398977843,0.950399845,3
1,1.018090922,-0.623024472,0.443265966,1.526965112,-0.947755036,0.738757764,1
1,0.027102224,0.235270132,-0.339822069,-0.807813642,0.890505793,1.208096566,3
1,-0.536418632,1.120963807,0.65324674,0.666937843,0.739926129,0.304733566,3
1,-0.698245193,-0.992473965,1.285265862,-0.724994688,1.353343037,-0.965758932,1
1,1.152983829,0.436759634,0.056445269,2.580720205,-0.523814823,0.343735121,1
1,-0.719318593,1.669261186,1.485612746,-1.156179332,0.73148541,0.721885729,3
1,0.049378159,-0.527835156,1.117223672,-0.873533734,-1.206617243,0.493770292,1
1,0.165128398,0.366646413,0.599242148,-0.599645214,-0.217920059,1.101710637,3
1,0.070274071,-0.958585775,1.044901911,0.477370269,0.012947558,0.730720084,1
1,-0.299479997,-0.653666598,0.013337443,-0.648093901,-0.73259783,0.945620756,1
1,-0.315776405,-0.890825103,0.499999668,-0.504896025,-0.330080462,0.776964904,1
1,-0.970971565,-0.898538065,0.199958663,-0.523908401,-0.557792777,0.63471458,1
1,-0.553271994,1.401070403,0.500134732,-0.471165168,-0.127149721,0.852281829,3
1,-0.680319937,1.176353846,0.84518562,-0.294586591,0.226843374,0.112389944,3
1,-0.839646133,0.266566304,1.316865694,-0.983166058,0.609277109,0.648881274,3
1,-1.241914281,-1.164283318,0.859214316,-0.872119485,1.311786921,0.077458903,1
1,0.412133761,-0.793414698,-0.232356758,-1.189625791,-0.714382704,-2.027070633,2
1,-1.313199391,1.22887133,1.196661389,1.395996708,-0.587464383,-0.815812503,3
1,0.715478918,-0.433434065,0.974881406,0.849339539,-0.197112177,0.445910702,1
1,0.029504844,1.033842848,2.161216659,-0.416760885,-0.620269469,-0.716134386,3
1,-0.945640496,-0.941932844,2.011056965,-0.733125677,-1.245658118,-0.463763655,1
1,1.017840921,0.937111295,1.574395008,-0.511592819,-0.374647641,-0.633970942,3
1,0.469868091,-0.314958241,0.299468567,0.113957513,-0.796360633,1.765811204,1
1,1.107899162,1.598178666,1.615608246,-1.037214087,0.495945454,0.449237153,3
1,0.621509722,-0.987624472,1.955678729,-0.893914584,0.907694896,0.429146424,1
1,0.723484904,-1.07433132,0.83013091,-0.922658582,0.899714651,-2.60468369,2
1,-1.447065684,-0.187435683,0.937617607,-0.766530355,0.119658945,-0.768556719,1
1,-0.395886149,-0.909284747,0.709137056,-0.500030744,-0.073380832,0.338413535,1
1,-0.575890646,-1.066063547,-0.357602612,1.545959387,0.671482351,0.116590847,1
1,-1.166101766,1.156351652,1.075106505,-0.082437394,0.492950606,-0.464646932,3
1,-0.439298791,1.546873209,0.625762244,-0.465751305,-0.510262613,-1.714079415,2
1,1.676361653,-0.40634725,1.525966517,0.990705165,-0.778459904,0.205269442,1
1,0.415903498,-0.810212663,0.050315589,0.507028536,-0.67490972,-2.3895847,2
1,-0.706130855,0.22158838,0.343438305,-0.920024868,0.597768749,0.397668392,3
1,-0.429207795,-0.580320782,-0.012844215,1.335097136,-0.233368488,0.897964317,1
1,-0.498417925,1.375027861,-0.58832666,-0.70208256,0.681736405,-1.522034978,2
1,1.207357985,-0.859368156,0.624721911,0.544116825,-0.260927583,0.826162169,1
0,1.586792925,0.792776471,-0.62903724,-0.646068739,1.074938871,-0.555422205,3
1,-0.011870167,-0.627191153,-0.386794573,2.464442683,-1.032469515,0.177466908,1
1,-0.896470422,1.437921254,0.376120191,1.460178889,1.050541914,0.731329047,3
1,-0.556895545,0.333279503,0.922380307,1.279003094,-0.282024365,0.221283075,3
1,0.434379539,1.478223715,0.680084187,-0.457132372,-0.630827195,0.734817958,3
1,0.547562399,-0.613596321,0.343034079,0.176384078,0.559121148,1.206826968,1
1,-0.608683612,1.529266375,-0.067482975,-0.746989652,0.790351139,1.064349164,3
1,-0.389017991,-0.655623001,0.03048003,2.38608531,0.738133704,0.424700377,1
1,1.349368068,1.559507943,0.355075916,1.480806713,0.221322758,0.88851052,3
1,0.794357468,-0.979672232,0.72446874,0.640585473,-0.335709318,1.187163678,1
1,0.299378842,1.730758217,0.529592763,1.518872361,-0.662322019,-1.586774449,2
1,-0.257123769,1.585664168,0.572960046,1.600850105,-0.830180713,0.441616126,3
1,1.225509924,-0.543986189,-0.210514158,-0.867597622,-0.075100854,1.254956264,1
0,-1.573726628,1.30714431,-1.601770603,-0.688213368,0.861283019,0.329335006,3
1,-1.232626955,0.414182106,-0.041749222,-0.819966343,0.191936075,1.171497931,3
1,0.13602929,-0.62851989,0.493210212,-0.641985628,0.183664178,-1.571668829,2
1,0.125111481,-0.682383115,0.318331533,0.237084944,1.164626212,0.844227677,1
1,1.095340997,-0.024732887,1.535156982,-0.550517675,0.647456908,0.288062813,1
1,0.214242806,-0.512008462,0.369031836,1.277490333,-0.957483422,0.634329685,1
1,-0.697322861,-0.793407706,-0.031169635,0.195153511,-0.037849827,0.93995596,1
1,-0.117813108,-0.654397253,0.223627125,0.312010408,0.795737084,-0.630326221,1
1,1.738320477,-0.870402845,1.242752032,-0.237603669,0.610748663,0.8182134,1
1,-1.118584989,1.710570277,0.485656851,-0.607391628,-1.009319884,0.976938496,3
1,-0.592853519,1.553884227,0.221544858,1.429175204,0.824612851,0.875878775,3
1,1.186810143,-0.188410522,-0.191212307,-0.157722153,-1.610740671,-2.495186203,2
1,0.955747613,1.38110615,0.567823982,0.533735588,0.511377094,0.974308843,3
1,-0.300814266,1.303334438,0.575404561,0.60837244,0.506162974,0.099421371,3
1,1.28644217,-0.572601455,0.608192349,0.382484117,-0.96413138,0.313390907,1
1,0.042082204,-1.034843445,1.938685506,-0.944729214,1.008864209,-0.107777194,1
1,0.663021525,-0.785374394,1.210892913,-0.80469496,0.22896558,0.369461656,1
1,0.525927353,-0.727088237,-0.512798545,0.369704708,0.19319439,0.376526381,1
1,1.032208153,1.519401231,0.797166007,-0.448801535,-1.018068583,-1.716418741,2
1,0.763520186,-0.612209467,0.661544792,-0.915252056,0.982619934,1.147592482,1
1,0.965889166,0.338339358,0.958582544,-0.966781829,-0.682383689,0.152507744,3
1,1.429449005,1.517009295,1.205025669,-0.841911002,-1.36453757,0.040430067,3
1,0.043653926,-0.699741116,1.474572492,-1.0698391,0.542433631,0.392312832,1
1,-0.652988392,-0.431828591,0.233071361,-0.971310469,0.429348284,1.127449697,1
1,1.756585182,-0.529624121,0.347982375,1.369456702,-0.161668411,1.18631681,1
1,1.069844721,-0.677773318,0.681780087,1.53746397,-0.944340875,0.627503116,1
1,0.281606791,1.463894988,0.384263849,1.471639198,0.981699862,0.567423021,3
1,-0.061930992,-0.71785008,0.823049391,-0.846548487,0.55907402,0.495537402,1
1,0.361583771,1.428405308,0.718206901,-0.718011319,-1.534901955,-0.718290216,3
1,1.328192679,-0.695195017,1.239447661,-0.836690656,0.883431247,-1.514316469,2
1,0.629952016,-0.547208271,1.331795053,-0.341502112,-1.035572781,-2.267261294,2
1,-0.641326454,-0.947787296,1.339839965,-1.43027108,0.692156975,-2.828154761,2
1,-0.185886376,0.451525051,0.560032636,-1.063550299,-3.591328402,0.098237471,3
1,-1.277646368,-1.58468371,0.233319718,-1.429370436,-3.005954067,0.271218997,1
1,0.414265889,-0.791521156,0.136633672,-0.482298247,-1.40746222,-1.358829521,2
1,-0.770487009,-0.550407136,-0.735525593,-0.955072894,-0.200312035,1.466789223,1
1,-0.232404726,-0.42560401,0.499212092,-1.457803826,0.36218339,0.913418578,1
1,1.96402731,-0.722326072,0.719450391,-1.622447895,0.213466494,0.476006674,1
1,0.00613464,-0.847400757,0.962498448,-0.742168927,0.288617349,0.479477207,1
1,-2.222888427,-1.446045307,0.929434016,-1.378807228,-3.435335003,0.217567804,1
1,-0.020349652,-0.639964269,-0.34183251,-1.586279,-0.058508932,-0.218045413,1
1,-0.020349652,-0.639964269,-0.34183251,-1.586279,-0.058508932,-0.218045413,1
1,-2.721885675,-1.769305776,-0.319280039,2.459736639,-2.94995877,-0.271936352,1
1,-1.352888436,-0.699334057,0.569508574,-1.251225695,0.094346691,0.372332835,1
1,-0.860984861,-0.79196057,0.070296823,-0.488238747,-1.748312198,0.298000474,1
1,-0.379780974,1.558544928,1.853947543,-0.817946742,-1.470817899,0.249756167,3
1,-2.610753731,-0.569250772,0.660450947,-1.221384747,-2.508879042,0.271251337,1
1,0.176960946,1.289528813,-0.577083667,-0.270637416,-2.271639996,0.321054759,3
1,-2.316768298,-2.004103206,1.636129002,-1.214352324,-0.598560428,-0.369894632,1
1,0.422215763,-0.832626816,-0.612680875,-1.172872012,0.31783547,-1.652528339,2
1,0.160022686,-0.869624854,1.209743807,1.182039894,0.332498074,-1.439222571,2
1,0.447306942,-0.660304636,0.200552284,0.942162695,-0.64044414,0.342635133,1
1,1.354509774,-0.387706326,1.083530729,0.587119404,-1.120796282,0.38803906,1
1,0.26515646,-0.817983838,0.126542124,-1.123321302,0.443979933,0.48227248,1
1,-0.654919454,1.272640629,1.285645875,1.43686068,0.404901912,-0.127910324,3
1,0.050337689,-0.868072801,-0.479859254,-0.792137883,-0.73760042,0.342419087,1
1,-0.872356536,-0.575253912,-0.014301008,0.732598755,0.72585846,0.4717244,1
1,-0.797000346,0.995303786,1.783145488,-0.421325886,0.716965884,-2.775736311,2
1,0.850471408,-0.904729691,-0.035060345,-1.270041674,0.535342799,0.455586215,1
1,-0.164232492,-1.041856036,0.723301538,-0.511646174,1.466486376,0.854988238,1
1,-1.27346425,-0.274965642,0.715519448,-1.363037454,1.376533302,-0.474936233,1
1,1.702586388,-1.031886165,1.066515836,-0.552292786,0.785273385,0.623984035,1
1,0.956230529,-0.102150349,-0.504964721,-0.470816209,0.588865652,0.86664812,1
0,-1.16151599,0.449199268,-1.128916782,-0.718499803,-0.043032412,-2.179380769,2
1,0.175039957,0.720502607,-0.136491802,-0.227935715,1.310682158,-0.100865854,3
1,-0.318680618,-1.008034172,0.434031265,0.590360874,0.825180838,0.275188714,1
1,-0.704714435,-1.242518703,-0.472761992,-0.382537487,0.139360291,-2.166390866,2
1,-1.611055589,1.675591567,0.402442619,-0.569401418,-1.270691281,0.644510912,3
1,0.990802062,-0.417920014,0.734149612,-1.106291619,0.287943718,1.027948549,1
1,-1.096348936,0.328303574,0.937618026,1.393031832,-0.367775675,-0.055415087,3
1,1.429684214,-0.965642717,0.873722995,-0.333376246,-0.513848868,0.695370933,1
1,-0.689012872,1.512291866,0.717087302,-0.680813022,-0.138266933,0.464381463,3
1,-0.187627959,-0.536241003,1.035100982,1.072537603,1.373417728,-1.404426078,2
1,-1.221349863,-0.961383907,1.366963904,-1.059909908,-0.386686482,-2.743340154,2
1,0.721396497,1.463401469,0.929910021,-0.631936818,0.098921122,0.59060131,3
1,0.007316694,-0.312310307,-0.042660561,1.031379233,0.569609741,1.305777695,1
1,0.708767833,-0.467024366,0.502923576,0.804101687,-1.260274689,0.71988384,1
1,-0.687265387,1.360327441,-0.001572375,-0.651975281,-0.620315979,0.511295713,3
1,1.066802635,-0.46210482,1.682704549,-1.017140143,-1.563524571,0.290415046,1
1,0.308760879,-1.093189795,1.190799871,-0.462229021,0.940478037,-0.005743138,1
1,-0.511526155,-0.971744076,-0.230729118,0.064916029,-1.505571553,0.495200312,1
1,-0.74366001,-1.089075009,0.706308314,-0.562460804,1.567655689,0.31806462,1
1,0.896516396,-0.864311935,0.530301691,-0.604935496,0.723864082,0.686236661,1
1,1.801192528,-0.813722505,1.453390907,1.221663997,0.745751719,0.459295511,1
1,-0.006094597,-0.77615026,0.19365365,-0.608755283,-0.679269585,0.729847358,1
1,-0.459140174,1.123766381,-0.366623892,1.311079474,-1.245008692,-0.331088079,3
1,-0.756441804,1.862202485,0.292311783,1.415646269,-1.399676569,1.077653913,3
1,-1.51789575,-1.297318811,-0.410732877,-0.441269354,0.100137195,0.018790496,1
1,-1.130572539,-1.145181297,0.821340256,-0.175964645,-1.406977203,-0.147012424,1
1,-0.602698527,-0.382459858,0.020127201,0.391472972,-1.505120602,-1.85208195,2
1,0.184342698,1.56303497,0.355853823,1.375756028,0.952139224,1.132299859,3
1,-0.920960297,1.509959098,-0.042129116,-0.770753551,0.829106933,1.059566333,3
1,-0.607439261,-0.522297579,0.605580296,-0.773551114,-0.335053049,0.7022564,1
1,-0.342067011,1.356716217,0.483968887,-0.580318204,0.766009132,0.725398376,3
1,0.616083326,-0.991631307,1.346806412,-0.632981664,0.326259045,0.068121141,1
1,-1.492271348,-0.993051498,-0.2476992,-0.496305308,-0.831373727,0.263890769,1
1,-0.01096115,-0.997516706,1.220694458,-0.690638247,1.344593385,0.190715874,1
1,-1.322433037,1.808697554,0.141836973,1.359912409,-0.63404409,0.694349376,3
1,-0.653899836,-0.848886782,0.800285017,-1.206668186,0.740666872,-2.269441282,2
1,-0.936881202,-0.759284745,1.152379077,-0.78324092,-0.052233643,0.310241679,1
1,1.336327912,1.255244319,1.332817785,1.212839304,-0.681907272,-0.273036114,3
1,-1.608826776,0.44032724,1.023939011,-0.892816997,-0.403706796,0.425707501,3
1,0.347285101,-1.004818453,1.339049768,-0.612343142,0.183744484,0.165586328,1
1,1.076710311,-0.848640502,0.638869784,-0.666689605,1.023991274,1.013881415,1
1,-0.982663529,1.184407485,1.124295949,-1.116928102,0.132597414,0.061169681,3
1,0.64446415,0.982384961,1.111118779,-0.203212306,1.194798756,-1.925609194,2
1,0.311292014,-0.645037662,-0.407473137,1.39868594,-0.805476237,0.770707861,1
1,0.561092235,1.203205477,-0.398798033,-0.391986534,-0.614821097,0.360590474,3
1,-1.26273549,-0.116810101,0.844655903,-0.432946319,0.209355428,0.096872141,1
1,-1.05306992,1.535274994,0.241933227,-0.004962826,-0.35508262,-1.507208294,2
1,-0.85930086,1.113553779,0.472544979,-0.193897949,-0.931226893,-0.3050221,3
1,0.532957753,1.771468297,1.751531561,-1.001963628,-1.598197621,0.382407826,3
1,0.244535531,0.187286215,-0.244967265,1.200687417,-1.39969224,0.249774903,1
1,0.495742086,1.354568787,0.282948426,-0.838797085,0.252809092,-2.006545053,2
1,-1.713591769,1.359733435,0.545048145,-0.280742409,-1.263277621,0.18159678,3
1,-0.731541418,-1.049515514,-0.000147506,1.180334626,1.491505365,0.038187416,1
1,-0.552885324,-0.601033065,0.503506015,-0.612149031,-1.527366004,0.927863088,1
1,-0.218027633,-1.000616225,1.379089538,-0.619045678,-0.284460139,-0.44416704,1
1,-0.727952588,0.432876972,0.20424787,0.911655953,0.309387949,-1.380980329,2
1,-0.682997291,-0.518859771,1.362786898,1.0318854,-1.170530735,0.005375504,1
1,0.118704253,1.635290732,1.164193357,-0.80538349,-0.28589509,0.506932898,3
1,-1.210286828,-0.351316662,1.387386993,0.950716849,-1.477424048,0.165343039,1
1,-0.468293756,0.305238565,0.244871871,0.957658395,-0.70716169,-2.275090245,2
1,-0.476478981,1.440813647,1.427971865,0.773150446,0.688376186,-0.009272086,3
1,0.907915755,1.50695773,0.764166944,-0.216994502,-1.781475983,-1.762379352,2
1,-0.503363955,1.676040195,0.753466914,-0.75322262,-0.594686946,0.858963365,3
1,-1.31934773,-0.462967905,0.483724956,0.801367808,-1.525792235,0.350042997,1
1,-1.571713408,1.626757549,0.57086191,-0.920337142,-1.241530927,0.208974822,3
1,-0.591581238,0.641716174,0.032143541,0.864002265,-1.066182589,1.046712258,3
1,-1.473352789,-0.3248394,-0.343728588,-0.888345566,1.197169498,-2.709899525,2
1,0.796431674,-0.572634571,-0.028211455,-0.810251227,0.013304337,-1.183411756,2
1,0.610090819,1.418930616,0.200867753,-0.425979882,-0.777575261,0.577149826,3
1,-0.389612153,-0.336045787,1.488585454,0.941700093,-1.53116803,0.52401214,1
0,-1.548891678,1.271378041,-0.679936849,-0.451613742,0.413621653,0.031957194,3
1,-0.801849029,-0.176189774,0.979095822,-0.396291929,0.706314487,-0.015692537,1
1,-1.632447094,-0.913850428,-0.527382467,-0.436237621,-1.550481088,-2.141153499,2
1,-1.647221042,-0.500707391,1.58824026,-1.538660223,-1.150618027,-1.256325202,2
1,0.74787526,1.218810335,-0.566627907,-0.552329995,0.455610342,1.075909643,3
1,0.532636801,-0.831473146,1.632549346,-1.76616737,-1.329076378,-0.516362643,1
1,-1.145284694,-0.879702116,1.363707427,3.274465427,1.246480485,-0.739423385,1
1,1.012851368,-0.805581571,1.65129463,1.120626924,0.817355521,-0.018954802,1
1,-1.704908679,1.443890903,1.460162722,1.474926328,-0.478742864,-2.603195293,2
1,-0.424604379,-0.686493045,-0.604621232,-0.851084767,0.664397161,1.068944224,1
1,-1.872079172,-0.98764389,-0.816381526,-0.634545558,-0.146267233,0.411849674,1
1,-0.158712384,-0.875618761,1.912847204,-0.973208037,1.605329863,-2.546760874,2
1,0.062915951,-0.927613821,0.565735232,-0.993894956,0.855542851,-1.974223272,2
1,-0.038622352,0.401140727,0.009732524,-0.803296478,-0.153265562,1.029050592,3
1,-0.636623807,-0.512046531,0.067512066,1.194757596,0.839504024,1.075660849,1
1,-1.503665217,-1.608934368,0.458209923,-2.177384901,-0.7044807,-1.934685121,2
1,-1.518839582,-1.799527776,0.870012198,-1.071971326,-1.608086801,-0.092717018,1
1,-0.838670165,1.257098039,0.896779256,-0.594327407,0.686013099,0.660980638,3
1,-0.779982218,0.227518517,1.746407623,-0.741294609,-0.72449816,0.150858226,3
1,-1.715821798,0.559057864,0.298652963,0.801565866,-2.531967985,0.280957612,3
1,-2.342963091,-1.679655918,0.112624396,-0.961661396,-2.168643588,0.740181481,1
