Creditability,EF1,EF2,EF3,EF4,EF5,EF6
1,1.207357985,-0.859368156,0.624721911,0.544116825,-0.260927583,0.826162169
1,-0.011870167,-0.627191153,-0.386794573,2.464442683,-1.032469515,0.177466908
1,0.547562399,-0.613596321,0.343034079,0.176384078,0.559121148,1.206826968
1,-0.389017991,-0.655623001,0.03048003,2.38608531,0.738133704,0.424700377
1,0.794357468,-0.979672232,0.72446874,0.640585473,-0.335709318,1.187163678
1,1.225509924,-0.543986189,-0.210514158,-0.867597622,-0.075100854,1.254956264
1,0.125111481,-0.682383115,0.318331533,0.237084944,1.164626212,0.844227677
1,1.095340997,-0.024732887,1.535156982,-0.550517675,0.647456908,0.288062813
1,0.214242806,-0.512008462,0.369031836,1.277490333,-0.957483422,0.634329685
1,-0.697322861,-0.793407706,-0.031169635,0.195153511,-0.037849827,0.93995596
1,-0.117813108,-0.654397253,0.223627125,0.312010408,0.795737084,-0.630326221
1,1.738320477,-0.870402845,1.242752032,-0.237603669,0.610748663,0.8182134
1,1.28644217,-0.572601455,0.608192349,0.382484117,-0.96413138,0.313390907
1,0.042082204,-1.034843445,1.938685506,-0.944729214,1.008864209,-0.107777194
1,0.663021525,-0.785374394,1.210892913,-0.80469496,0.22896558,0.369461656
1,0.525927353,-0.727088237,-0.512798545,0.369704708,0.19319439,0.376526381
1,0.763520186,-0.612209467,0.661544792,-0.915252056,0.982619934,1.147592482
1,0.043653926,-0.699741116,1.474572492,-1.0698391,0.542433631,0.392312832
1,-0.652988392,-0.431828591,0.233071361,-0.971310469,0.429348284,1.127449697
1,1.756585182,-0.529624121,0.347982375,1.369456702,-0.161668411,1.18631681
1,1.069844721,-0.677773318,0.681780087,1.53746397,-0.944340875,0.627503116
1,-0.061930992,-0.71785008,0.823049391,-0.846548487,0.55907402,0.495537402
1,-1.277646368,-1.58468371,0.233319718,-1.429370436,-3.005954067,0.271218997
1,-0.770487009,-0.550407136,-0.735525593,-0.955072894,-0.200312035,1.466789223
1,-0.232404726,-0.42560401,0.499212092,-1.457803826,0.36218339,0.913418578
1,1.96402731,-0.722326072,0.719450391,-1.622447895,0.213466494,0.476006674
1,0.00613464,-0.847400757,0.962498448,-0.742168927,0.288617349,0.479477207
1,-2.222888427,-1.446045307,0.929434016,-1.378807228,-3.435335003,0.217567804
1,-0.020349652,-0.639964269,-0.34183251,-1.586279,-0.058508932,-0.218045413
1,-0.020349652,-0.639964269,-0.34183251,-1.586279,-0.058508932,-0.218045413
1,-2.721885675,-1.769305776,-0.319280039,2.459736639,-2.94995877,-0.271936352
1,-1.352888436,-0.699334057,0.569508574,-1.251225695,0.094346691,0.372332835
1,-0.860984861,-0.79196057,0.070296823,-0.488238747,-1.748312198,0.298000474
1,-2.610753731,-0.569250772,0.660450947,-1.221384747,-2.508879042,0.271251337
1,-2.316768298,-2.004103206,1.636129002,-1.214352324,-0.598560428,-0.369894632
1,0.447306942,-0.660304636,0.200552284,0.942162695,-0.64044414,0.342635133
1,1.354509774,-0.387706326,1.083530729,0.587119404,-1.120796282,0.38803906
1,0.26515646,-0.817983838,0.126542124,-1.123321302,0.443979933,0.48227248
1,0.050337689,-0.868072801,-0.479859254,-0.792137883,-0.73760042,0.342419087
1,-0.872356536,-0.575253912,-0.014301008,0.732598755,0.72585846,0.4717244
1,0.850471408,-0.904729691,-0.035060345,-1.270041674,0.535342799,0.455586215
1,-0.164232492,-1.041856036,0.723301538,-0.511646174,1.466486376,0.854988238
1,-1.27346425,-0.274965642,0.715519448,-1.363037454,1.376533302,-0.474936233
1,1.702586388,-1.031886165,1.066515836,-0.552292786,0.785273385,0.623984035
1,0.956230529,-0.102150349,-0.504964721,-0.470816209,0.588865652,0.86664812
1,-0.318680618,-1.008034172,0.434031265,0.590360874,0.825180838,0.275188714
1,0.990802062,-0.417920014,0.734149612,-1.106291619,0.287943718,1.027948549
1,1.429684214,-0.965642717,0.873722995,-0.333376246,-0.513848868,0.695370933
1,0.007316694,-0.312310307,-0.042660561,1.031379233,0.569609741,1.305777695
1,0.708767833,-0.467024366,0.502923576,0.804101687,-1.260274689,0.71988384
1,1.066802635,-0.46210482,1.682704549,-1.017140143,-1.563524571,0.290415046
1,0.308760879,-1.093189795,1.190799871,-0.462229021,0.940478037,-0.005743138
1,-0.511526155,-0.971744076,-0.230729118,0.064916029,-1.505571553,0.495200312
1,-0.74366001,-1.089075009,0.706308314,-0.562460804,1.567655689,0.31806462
1,0.896516396,-0.864311935,0.530301691,-0.604935496,0.723864082,0.686236661
1,1.801192528,-0.813722505,1.453390907,1.221663997,0.745751719,0.459295511
1,-0.006094597,-0.77615026,0.19365365,-0.608755283,-0.679269585,0.729847358
1,-1.51789575,-1.297318811,-0.410732877,-0.441269354,0.100137195,0.018790496
1,-1.130572539,-1.145181297,0.821340256,-0.175964645,-1.406977203,-0.147012424
1,-0.607439261,-0.522297579,0.605580296,-0.773551114,-0.335053049,0.7022564
1,0.616083326,-0.991631307,1.346806412,-0.632981664,0.326259045,0.068121141
1,-1.492271348,-0.993051498,-0.2476992,-0.496305308,-0.831373727,0.263890769
1,-0.01096115,-0.997516706,1.220694458,-0.690638247,1.344593385,0.190715874
1,-0.936881202,-0.759284745,1.152379077,-0.78324092,-0.052233643,0.310241679
1,0.347285101,-1.004818453,1.339049768,-0.612343142,0.183744484,0.165586328
1,1.076710311,-0.848640502,0.638869784,-0.666689605,1.023991274,1.013881415
1,0.311292014,-0.645037662,-0.407473137,1.39868594,-0.805476237,0.770707861
1,-1.26273549,-0.116810101,0.844655903,-0.432946319,0.209355428,0.096872141
1,0.244535531,0.187286215,-0.244967265,1.200687417,-1.39969224,0.249774903
1,-0.731541418,-1.049515514,-0.000147506,1.180334626,1.491505365,0.038187416
1,-0.552885324,-0.601033065,0.503506015,-0.612149031,-1.527366004,0.927863088
1,-0.218027633,-1.000616225,1.379089538,-0.619045678,-0.284460139,-0.44416704
1,-0.682997291,-0.518859771,1.362786898,1.0318854,-1.170530735,0.005375504
1,-1.210286828,-0.351316662,1.387386993,0.950716849,-1.477424048,0.165343039
1,-1.31934773,-0.462967905,0.483724956,0.801367808,-1.525792235,0.350042997
1,-0.389612153,-0.336045787,1.488585454,0.941700093,-1.53116803,0.52401214
1,-0.801849029,-0.176189774,0.979095822,-0.396291929,0.706314487,-0.015692537
1,0.532636801,-0.831473146,1.632549346,-1.76616737,-1.329076378,-0.516362643
1,-1.145284694,-0.879702116,1.363707427,3.274465427,1.246480485,-0.739423385
1,1.012851368,-0.805581571,1.65129463,1.120626924,0.817355521,-0.018954802
1,-0.424604379,-0.686493045,-0.604621232,-0.851084767,0.664397161,1.068944224
1,-1.872079172,-0.98764389,-0.816381526,-0.634545558,-0.146267233,0.411849674
1,-0.636623807,-0.512046531,0.067512066,1.194757596,0.839504024,1.075660849
1,-1.518839582,-1.799527776,0.870012198,-1.071971326,-1.608086801,-0.092717018
1,-2.342963091,-1.679655918,0.112624396,-0.961661396,-2.168643588,0.740181481
1,-2.310629576,-1.656244109,0.41172658,-1.071715226,-2.150783768,0.620600269
1,-2.17497571,-1.809889952,0.110503909,1.324524915,-2.346715538,0.355911408
1,-0.817334445,-1.686320281,1.464822858,-1.397112606,-1.290642319,0.46090623
1,0.648220995,-0.699873081,0.444697336,1.414686699,-0.158354951,0.704556667
1,0.018893246,0.105030717,1.739460885,0.679859786,1.551379813,-0.362750258
1,-1.511935411,-1.554966975,-1.345825536,-1.236526448,-1.855362072,1.051030439
1,-2.228530127,-2.008389989,-0.433347155,1.105472662,-1.214526951,0.305197243
1,-1.073666457,-1.012870582,-0.735329992,1.366313225,1.126097895,0.514581924
1,-0.520551808,-0.577621256,0.802608199,-0.722202861,-1.509506185,0.808281876
1,-1.522972137,-1.864167244,1.366036799,-1.123970739,-1.426711436,0.175292829
1,1.026966151,-0.75416037,1.708327624,1.164739018,0.247981585,-0.091784552
1,1.133338865,-0.395073497,1.614193587,-0.151419133,-0.523869122,0.893463485
1,-1.461725333,-1.538130832,0.626991029,-0.992507794,-3.343275623,0.833609869
1,-1.600402898,-1.734904573,0.453574761,-0.760352644,-2.806212037,0.528143862
1,-0.410194753,-1.029064246,1.312269326,-0.803206986,1.74588989,-0.01856299
1,-0.469751858,-0.964082542,0.138292032,1.400577999,1.622719392,0.256677107
1,-0.707183964,-0.729665809,-0.982480737,1.1688058,0.526515781,0.981930855
1,-0.680102266,-0.518166662,0.10062257,1.150355176,1.02077438,0.973412832
1,-1.148721015,-0.369974726,1.358600688,0.677486767,-2.135592565,0.288512081
1,1.638083236,-0.709259859,1.79110149,1.217186045,-0.49399317,-0.235837972
1,-2.619908494,-1.681919429,0.141753819,1.112964759,-1.554422975,0.508880067
1,-1.739787952,-0.979087968,0.396251495,1.510870893,0.946013864,0.255041309
1,-0.03464321,-0.808637073,1.670014975,-1.103876357,1.092147611,0.0480499
1,-0.295184631,-0.826901732,0.475921374,-0.491342157,-0.495527184,0.001993041
1,-1.46945386,-0.869626217,-0.396323671,-1.627039664,-0.918244647,0.217143927
1,0.733590536,-0.627709752,1.579739062,0.088384364,-0.332971081,0.525138052
1,0.25646227,-0.605315228,0.557568194,0.695346484,0.814734049,1.103186178
1,1.299294666,-0.763204799,-0.68122492,-0.739510132,0.004886346,1.110179611
0,-1.186266828,-0.924387873,-1.773426903,-0.712885566,1.180442839,-0.061496667
1,1.72375581,-0.683922674,-0.143972909,1.012163708,-1.132450847,0.650054279
1,-0.589543717,-0.605682277,-0.276629631,-1.052236231,0.353262639,1.229860502
1,1.091827003,-0.638978455,1.646366727,1.203695505,-0.966195561,0.098859299
1,0.721472397,-0.705175926,0.797118254,1.301449915,-0.192855159,0.720913309
1,-1.262357993,-0.628693527,-0.568362183,-0.994919754,0.689273993,1.318417367
1,0.129261549,-0.810174824,0.531238436,-0.346582795,-1.941556344,0.232436981
1,-0.76157919,-0.852455938,0.197487724,-0.5941589,0.042351725,0.41354269
1,0.291532811,-0.703428392,0.565853925,-0.619006688,-0.524545471,0.670778398
1,0.229176721,-0.505380075,0.101009583,1.182454007,0.809417767,0.906971993
1,0.911665264,-0.43668964,0.4922492,-0.977856878,-0.075037624,0.022079303
1,0.883210781,-0.536749987,-0.365457435,-0.172956113,-1.851767498,1.005758017
1,-0.971524523,0.031489781,0.561828128,-0.001780743,0.647779842,0.880328073
1,0.249801837,-0.861512948,-0.119695248,-0.634571367,-0.825324162,0.615444631
1,-1.79359691,-1.09800875,0.105607236,-0.624677104,0.258148678,0.051130892
1,0.58830254,-0.581246039,0.268362212,-0.743680494,-0.644633454,1.049383462
1,0.596962322,-0.677901734,0.397583685,-0.688912911,-0.457460184,0.909616564
1,0.180536511,-0.493110653,1.260423267,0.377381077,0.104653462,0.578023374
1,-0.53344864,-0.617830818,1.555474253,0.819675024,1.466560198,0.215554187
1,0.606527732,-0.719816892,0.813645689,0.727924989,0.451256409,0.32091491
1,-0.913852095,-0.884098494,1.08542674,1.232134501,1.385619462,0.250841283
1,0.930455505,-0.692971892,0.318972395,1.389128947,0.648622777,0.760710561
1,0.488467427,-0.49481448,0.985660797,0.995918891,-0.23353301,0.897889781
1,-0.507289745,-0.418399296,1.263920801,0.754542277,0.910943304,0.597336001
1,-0.155727688,-1.09673969,-0.605721505,1.453179639,1.101914551,0.308374187
1,-0.991102544,-0.680759164,-0.833423011,2.548494048,-0.68709816,-0.173444567
1,-0.06924014,-0.918135524,0.487609386,1.484340992,1.13854321,0.423562868
1,-1.237498955,-0.855600847,0.25542546,2.507924066,1.142566501,0.313855436
1,1.499823988,-0.725576346,0.117457487,-0.214461494,-0.786428436,0.586790403
0,0.12972267,-0.834359839,0.542666132,0.620184655,1.651912177,-0.490182042
1,-0.81387761,-0.934387706,1.839970433,-0.026303375,1.509815587,-0.242065641
1,-0.319352583,-0.889403611,1.973862174,-0.499692021,1.207024321,-0.156511486
1,-0.315083905,0.366580588,-0.885264711,2.511069766,-0.785421982,0.140722821
1,1.252054227,-0.606018648,0.258412657,0.927936382,-0.417828536,0.679845548
1,1.516518686,-0.679189398,0.386270582,0.874606457,0.300001585,0.763098218
1,-1.25713575,-1.032617668,0.703505996,0.437837299,1.272204022,0.861082351
1,-0.970371949,-0.941845746,0.450336305,-0.601745472,0.593164648,0.818770307
1,-0.311588613,-0.810900585,1.699144397,0.970749798,1.706368224,-0.183251514
1,1.9968993,-0.539700122,0.494879837,-0.655901752,-0.70045975,1.081314872
0,-1.673475081,-1.174543154,-0.514636372,-0.671979212,1.02881051,-0.435903765
1,0.243284167,-1.058469526,0.647441194,-1.012103808,1.022666073,-0.099874832
1,0.508917125,-0.321200212,-0.986265249,-0.962710514,-1.646846778,1.105935991
1,0.303414259,-0.581804172,0.836091392,-0.455372696,-2.178311263,0.25495189
1,-0.795487259,-0.786907137,0.382030649,-1.083278906,0.367418907,0.259464793
1,0.655812219,-0.624548999,-0.632874041,1.298262999,-0.214704833,0.241304667
0,0.753120422,-0.998050762,-1.562760481,-0.472924858,-0.462370483,-0.108484132
1,-0.314161602,-0.734636749,0.79745757,-1.275725367,0.827920479,0.370063148
1,0.877136447,-0.68046877,-0.463720543,-0.852190611,0.414978242,1.050551621
1,0.113922218,-0.455790983,1.356142062,-0.263531536,1.30217769,0.178373006
1,1.06225129,-0.869886984,1.705844236,0.255329935,-0.199225811,-0.316165206
1,1.195891289,-0.943554492,0.183842289,-0.58634916,0.39653915,0.674081952
1,0.744351023,-0.205239568,1.004446097,-0.369887376,0.110427122,0.650156736
1,1.067773302,-0.744291364,1.200730706,2.281304607,0.240510604,-0.790562371
1,0.890123079,-0.481441257,0.482423715,-0.147026271,-1.182545182,0.819076869
1,-0.787335192,-1.842573968,1.900072878,-0.118176923,-2.431705587,0.24368536
1,-0.951939725,-0.098421672,0.157660067,0.541127702,-1.509548355,0.357039845
1,0.268004799,-0.620242393,1.74054466,-1.038159464,-0.572546635,0.595756771
1,-0.619816848,-0.61962586,0.159847472,-0.804462453,0.26994212,1.264660551
1,-0.366430478,-0.912346496,0.875160769,0.57654123,-0.423021985,-0.476468447
1,0.02043124,-0.012990665,0.569862802,1.698809588,0.559469379,0.537031676
1,-1.015419222,-1.230929669,-0.371840666,0.435649401,0.920459984,0.772135187
1,0.765435535,-0.709706933,1.614687593,1.135819513,-0.358065831,0.166906219
1,-0.927032849,-0.077339859,0.239908561,-0.75062632,0.359761233,0.300910258
1,-0.678799158,-0.973893094,0.644347417,-0.523504317,0.353478543,0.508708472
1,1.363431189,-0.926528355,0.720579032,-0.476658343,0.049622153,0.805719565
1,1.263361136,-0.526651327,1.625713346,1.087173813,-0.853241639,0.566270951
1,0.936564498,-0.820495415,0.586350751,0.359295119,0.437081952,1.055782705
1,-1.052497485,-1.20603331,-0.038644044,-0.63892537,0.836998353,0.107930164
1,0.496905098,0.119184667,-0.008033138,0.327358346,0.341238168,0.83864179
1,0.561165082,-0.58646736,-0.147727959,-0.835606021,-0.94420709,0.75872136
1,1.336051911,-1.032191374,0.240116447,-0.172087973,0.607225531,0.856219328
1,0.06559448,-0.42865384,-0.785509177,1.011029018,0.568264753,1.534823276
1,-1.890747102,-0.203801076,-0.639056709,-0.503435869,0.670106438,0.232426613
1,0.687708211,-0.641741407,0.395553112,-0.849600646,1.14603047,1.164925677
1,-1.392014091,-0.799297707,0.399080237,1.573300953,-0.695022657,0.275390224
1,0.363710825,-0.708525318,1.529442788,1.013121988,0.984053426,0.089787749
1,0.093010174,0.159884194,-0.690262553,1.32980127,0.996131119,1.066888459
1,-1.382195693,-0.710789296,0.175039969,2.608344337,-0.759841418,0.001776767
1,-1.341655664,-0.872253588,1.600416875,1.050017052,1.159967705,-0.320748725
1,1.250616585,-0.930534788,0.798459153,0.1150375,0.301070311,-0.277826198
0,-1.094201611,-1.021630548,-1.223013367,-0.615249916,0.723196587,0.033375505
1,-1.382195693,-0.710789296,0.175039969,2.608344337,-0.759841418,0.001776767
1,-0.83973583,-0.59389699,1.054052504,0.775158845,1.124662815,0.414390045
1,-0.689519325,-0.886705624,-0.220453343,-0.715991848,0.231765972,0.733256533
1,-1.401832489,-0.887806117,0.623120505,0.53825757,-0.630203897,0.549003682
1,0.311357137,-0.58350955,0.297491634,1.330945661,-0.030412841,0.818082048
1,0.528573918,-0.4826958,0.394355484,0.865855796,-1.56040188,0.392239086
1,0.493690118,-0.646999737,-0.148277309,0.943961238,-1.967021652,0.102849984
1,-0.909294878,-0.875308683,0.273409688,2.536897521,0.827451121,0.340096953
1,-1.289126791,-0.678760023,-0.197226527,-0.867586924,0.611603741,1.195239977
1,1.141292163,-0.516010308,1.524860107,-1.02013665,-1.151763266,-0.061865144
1,1.179130725,-0.521771317,-0.678240042,0.362228545,-1.380756844,0.635713462
1,0.843747983,-0.717593084,0.447786234,-1.531745562,0.315127233,-0.790718456
1,1.670442709,-0.671956711,-0.241764068,-0.656037466,-0.867393417,1.101987605
0,0.920591726,-1.188096808,-1.296120523,-0.474465451,1.057836769,-0.009002112
0,-1.182436644,-1.048270288,-1.597684581,-0.67524901,1.168616974,-0.128727425
0,0.812122269,-0.607780385,-0.124221369,0.37443245,-0.149779056,-0.136109917
0,1.073234573,-1.217560618,-1.111103839,-0.575412423,1.26287473,0.237853311
1,1.278590773,-0.814559424,-0.461859948,-0.685032875,-0.196043965,0.795334945
1,1.299997254,-0.896638692,-0.588756452,2.575765387,-0.327996883,0.176546661
1,0.519317209,-0.914785166,-0.52221631,-0.420943915,-1.44045402,0.428217198
1,-0.981691732,-0.811350595,-0.664842098,-0.716395933,-0.679505347,0.859262641
1,0.584031232,0.144752052,-0.836550122,-0.390680805,-1.420573239,0.19190744
1,0.900169026,-0.659738448,-0.965540866,1.342156498,-0.789356297,0.975932631
1,-1.580506381,-1.019691238,-0.622370414,-0.556304402,-0.385953339,0.101787838
1,-0.75618973,-1.290355782,-0.528659382,1.660960423,1.19053848,0.180505358
1,0.536636773,-1.108096557,-0.263773363,-0.311408748,-1.066107481,0.148683401
0,1.018275993,-0.91807918,-1.551027913,-0.651334353,0.315740094,0.555812005
0,1.037845778,-0.718581083,-1.5661834,-0.617877748,-1.010181048,0.549919403
1,-0.451724296,-0.541239093,0.220215663,1.428476932,-0.72731315,0.488831214
1,-1.51485955,-0.710019813,-1.008263401,-0.987955183,0.558207603,0.850128369
1,-1.547372376,-1.380401248,-0.979359021,0.266049979,-1.156454531,0.310422114
1,0.860774915,-0.979155387,-0.682023089,-0.641252456,0.042432214,0.834521583
1,0.827713086,-0.966089701,0.133627119,-0.780165982,0.898575152,0.387614979
1,-0.176042332,-0.079021343,-0.390294743,-0.436532026,-0.552471674,0.276747358
1,1.552585936,-0.647142576,-0.945606129,-0.908586359,0.066068719,1.386536658
1,1.91043584,-0.909445339,-0.696497165,2.57918109,0.163865465,0.258942072
1,0.373415735,-0.906776605,-0.277210765,-0.915409724,1.17192034,0.887854073
1,-1.777876533,-0.898659315,-0.347791251,1.523553263,-0.404326383,0.172356253
1,1.547551246,-0.209883778,-0.035877166,1.142982148,-0.110067801,-0.717619052
1,0.246326253,-1.274138024,-0.353483268,1.542500304,1.641849769,0.237213239
1,-0.87716003,-0.852849996,-0.722315457,-0.67007079,-1.113477563,0.455611388
1,1.520878214,-0.785473958,-0.771042438,1.517128865,-0.953333529,0.712670027
1,0.268443722,-0.592749919,-1.230322931,2.186760059,0.731044465,0.82400789
1,0.768711901,-0.600054808,1.512770488,-1.22242828,0.66405709,0.686252797
1,0.027760407,-0.847900098,1.384915937,1.154179502,1.192122669,0.064819232
1,-0.425292702,-0.587013429,1.461288742,-1.239098145,1.009258727,0.828700136
1,0.842066283,-1.082569898,-0.432043602,-0.381314971,-0.999022194,0.387521567
1,0.539838449,-0.901806969,-0.785890703,-0.719783938,-0.105985262,0.96950565
1,0.999062093,-0.634501755,-1.004457506,-0.872518871,0.057399182,1.560008344
0,-0.565186738,-1.016736705,-1.40009612,1.484084459,0.702089729,0.049517215
1,0.215954847,-1.110327394,-0.620847781,1.526555514,0.605528816,0.436863721
1,0.511813822,0.085632184,-0.742475257,1.605350539,-0.317120987,0.535864686
1,0.511834771,-0.885641101,0.470012171,1.487466368,1.242301976,0.330880512
