driverStandingsId,raceId,driverId,points,position,positionText,wins,year
66885,912,818,11.0,13,13,0,2014
66886,912,826,8.0,15,15,0,2014
66887,912,815,39.0,11,11,0,2014
66888,912,16,0.0,17,17,0,2014
66889,912,821,0.0,20,20,0,2014
66890,912,820,0.0,21,21,0,2014
66891,912,824,2.0,16,16,0,2014
66892,912,154,8.0,14,14,0,2014
66893,912,813,0.0,19,19,0,2014
66894,912,828,0.0,18,18,0,2014
66895,912,20,106.0,6,6,0,2014
66896,912,1,216.0,2,2,6,2014
66897,912,13,55.0,9,9,0,2014
66898,912,155,0.0,22,22,0,2014
66899,912,817,166.0,3,3,3,2014
66900,912,827,0.0,23,23,0,2014
66901,913,3,238.0,2,2,4,2014
66902,913,825,39.0,12,12,0,2014
66903,913,18,72.0,7,7,0,2014
66904,913,4,133.0,4,4,0,2014
66905,913,822,122.0,6,6,0,2014
66906,913,807,72.0,8,8,0,2014
66907,913,8,45.0,11,11,0,2014
66908,913,818,19.0,13,13,0,2014
66909,913,826,8.0,15,15,0,2014
66910,913,815,45.0,10,10,0,2014
66911,913,16,0.0,17,17,0,2014
66912,913,821,0.0,20,20,0,2014
66913,913,820,0.0,21,21,0,2014
66914,913,824,2.0,16,16,0,2014
66915,913,154,8.0,14,14,0,2014
66916,913,813,0.0,19,19,0,2014
66917,913,828,0.0,18,18,0,2014
66918,913,20,124.0,5,5,0,2014
66919,913,1,241.0,1,1,7,2014
66920,913,13,65.0,9,9,0,2014
66921,913,155,0.0,22,22,0,2014
66922,913,817,181.0,3,3,3,2014
66923,913,827,0.0,23,23,0,2014
66924,914,3,256.0,2,2,4,2014
66925,914,825,39.0,12,12,0,2014
66926,914,18,82.0,7,7,0,2014
66927,914,4,133.0,5,5,0,2014
66928,914,822,130.0,6,6,0,2014
66929,914,807,76.0,8,8,0,2014
66930,914,8,45.0,11,11,0,2014
66931,914,818,21.0,13,13,0,2014
66932,914,826,8.0,15,15,0,2014
66933,914,815,46.0,10,10,0,2014
66934,914,16,0.0,17,17,0,2014
66935,914,821,0.0,20,20,0,2014
66936,914,820,0.0,21,21,0,2014
66937,914,824,2.0,16,16,0,2014
66938,914,154,8.0,14,14,0,2014
66939,914,813,0.0,19,19,0,2014
66940,914,828,0.0,18,18,0,2014
66941,914,20,139.0,4,4,0,2014
66942,914,1,266.0,1,1,8,2014
66943,914,13,71.0,9,9,0,2014
66944,914,155,0.0,22,22,0,2014
66945,914,817,193.0,3,3,3,2014
66946,914,827,0.0,23,23,0,2014
66947,915,3,274.0,2,2,4,2014
66948,915,825,49.0,10,10,0,2014
66949,915,18,94.0,7,7,0,2014
66950,915,4,141.0,6,6,0,2014
66951,915,822,145.0,4,4,0,2014
66952,915,807,76.0,8,8,0,2014
66953,915,8,47.0,12,12,0,2014
66954,915,818,21.0,13,13,0,2014
66955,915,826,8.0,15,15,0,2014
66956,915,815,47.0,11,11,0,2014
66957,915,16,0.0,17,17,0,2014
66958,915,821,0.0,20,20,0,2014
66959,915,820,0.0,21,21,0,2014
66960,915,824,2.0,16,16,0,2014
66961,915,154,8.0,14,14,0,2014
66962,915,813,0.0,19,19,0,2014
66963,915,828,0.0,18,18,0,2014
66964,915,20,143.0,5,5,0,2014
66965,915,1,291.0,1,1,9,2014
66966,915,13,71.0,9,9,0,2014
66967,915,155,0.0,22,22,0,2014
66968,915,817,199.0,3,3,3,2014
66969,915,827,0.0,23,23,0,2014
66970,916,3,292.0,2,2,4,2014
66971,916,825,53.0,10,10,0,2014
66972,916,18,94.0,7,7,0,2014
66973,916,4,149.0,6,6,0,2014
66974,916,822,155.0,4,4,0,2014
66975,916,807,76.0,9,9,0,2014
66976,916,8,47.0,12,12,0,2014
66977,916,818,22.0,13,13,0,2014
66978,916,826,8.0,15,15,0,2014
66979,916,815,47.0,11,11,0,2014
66980,916,16,0.0,18,18,0,2014
66981,916,821,0.0,20,20,0,2014
66982,916,820,0.0,21,21,0,2014
66983,916,824,2.0,17,17,0,2014
66984,916,154,8.0,14,14,0,2014
66985,916,813,2.0,16,16,0,2014
66986,916,828,0.0,19,19,0,2014
66987,916,20,149.0,5,5,0,2014
66988,916,1,316.0,1,1,10,2014
66989,916,13,83.0,8,8,0,2014
66990,916,155,0.0,22,22,0,2014
66991,916,817,214.0,3,3,3,2014
66992,916,827,0.0,23,23,0,2014
66993,917,3,317.0,2,2,5,2014
66994,917,825,55.0,10,10,0,2014
66995,917,18,106.0,7,7,0,2014
66996,917,4,157.0,5,5,0,2014
66997,917,822,156.0,6,6,0,2014
66998,917,807,80.0,9,9,0,2014
66999,917,8,53.0,11,11,0,2014
67000,917,818,22.0,13,13,0,2014
67001,917,826,8.0,15,15,0,2014
67002,917,815,47.0,12,12,0,2014
67003,917,16,0.0,18,18,0,2014
67004,917,821,0.0,20,20,0,2014
67005,917,820,0.0,21,21,0,2014
67006,917,824,2.0,17,17,0,2014
67007,917,154,8.0,14,14,0,2014
67008,917,813,2.0,16,16,0,2014
67009,917,828,0.0,19,19,0,2014
67010,917,20,159.0,4,4,0,2014
67011,917,1,334.0,1,1,10,2014
67012,917,13,98.0,8,8,0,2014
67013,917,155,0.0,22,22,0,2014
67014,917,817,214.0,3,3,3,2014
67015,917,827,0.0,23,23,0,2014
67016,918,3,317.0,2,2,5,2014
67017,918,825,55.0,11,11,0,2014
67018,918,18,126.0,8,8,0,2014
67019,918,4,161.0,6,6,0,2014
67020,918,822,186.0,4,4,0,2014
67021,918,807,96.0,9,9,0,2014
67022,918,8,55.0,12,12,0,2014
67023,918,818,22.0,13,13,0,2014
67024,918,826,8.0,15,15,0,2014
67025,918,815,59.0,10,10,0,2014
67026,918,16,0.0,18,18,0,2014
67027,918,821,0.0,20,20,0,2014
67028,918,820,0.0,21,21,0,2014
67029,918,824,2.0,17,17,0,2014
67030,918,154,8.0,14,14,0,2014
67031,918,813,2.0,16,16,0,2014
67032,918,828,0.0,19,19,0,2014
67033,918,20,167.0,5,5,0,2014
67034,918,1,384.0,1,1,11,2014
67035,918,13,134.0,7,7,0,2014
67036,918,155,0.0,22,22,0,2014
67037,918,817,238.0,3,3,3,2014
67038,918,827,0.0,24,24,0,2014
67039,918,829,0.0,23,23,0,2014
67203,933,3,159.0,2,2,3,2015
67201,926,822,0.0,18,18,0,2015
67199,926,826,0.0,16,16,0,2015
67197,926,154,0.0,14,14,0,2015
67195,926,8,0.0,12,12,0,2015
67202,933,1,169.0,1,1,4,2015
67200,926,825,0.0,17,17,0,2015
67198,926,813,0.0,15,15,0,2015
67196,926,830,0.0,13,13,0,2015
67194,926,18,0.0,11,11,0,2015
67193,926,815,1.0,10,10,0,2015
67192,926,832,2.0,9,9,0,2015
67191,926,828,4.0,8,8,0,2015
67190,926,807,6.0,7,7,0,2015
67189,926,817,8.0,6,6,0,2015
67188,926,831,10.0,5,5,0,2015
67187,926,13,12.0,4,4,0,2015
67186,926,20,15.0,3,3,0,2015
67185,926,3,18.0,2,2,0,2015
67184,926,1,25.0,1,1,1,2015
67058,927,1,43.0,1,1,1,2015
67059,927,3,33.0,3,3,0,2015
67060,927,20,40.0,2,2,1,2015
67061,927,13,20.0,4,4,0,2015
67062,927,831,10.0,6,6,0,2015
67063,927,817,9.0,8,8,0,2015
67064,927,807,6.0,9,9,0,2015
67065,927,828,4.0,12,12,0,2015
67066,927,832,6.0,11,11,0,2015
67067,927,815,1.0,14,14,0,2015
67068,927,18,0.0,16,16,0,2015
67069,927,8,12.0,5,5,0,2015
67070,927,830,6.0,10,10,0,2015
67071,927,154,0.0,15,15,0,2015
67072,927,813,0.0,18,18,0,2015
67073,927,826,2.0,13,13,0,2015
67074,927,825,0.0,19,19,0,2015
67075,927,822,10.0,7,7,0,2015
67076,927,833,0.0,17,17,0,2015
67077,927,4,0.0,20,20,0,2015
67078,927,829,0.0,21,21,0,2015
67079,928,1,68.0,1,1,2,2015
67080,928,3,51.0,3,3,0,2015
67081,928,20,55.0,2,2,1,2015
67082,928,13,30.0,4,4,0,2015
67083,928,831,14.0,7,7,0,2015
67084,928,817,11.0,8,8,0,2015
67085,928,807,6.0,10,10,0,2015
67086,928,828,5.0,13,13,0,2015
67087,928,832,6.0,12,12,0,2015
67088,928,815,1.0,15,15,0,2015
67089,928,18,0.0,16,16,0,2015
67090,928,8,24.0,5,5,0,2015
67091,928,830,6.0,11,11,0,2015
67092,928,154,6.0,9,9,0,2015
67093,928,813,0.0,20,20,0,2015
67094,928,826,2.0,14,14,0,2015
67095,928,825,0.0,21,21,0,2015
67096,928,822,18.0,6,6,0,2015
67097,928,833,0.0,18,18,0,2015
67098,928,4,0.0,17,17,0,2015
67099,928,829,0.0,19,19,0,2015
67100,929,1,93.0,1,1,3,2015
67101,929,3,66.0,2,2,0,2015
67102,929,20,65.0,3,3,1,2015
67103,929,13,31.0,5,5,0,2015
67104,929,831,14.0,8,8,0,2015
67105,929,817,19.0,7,7,0,2015
67106,929,807,6.0,10,10,0,2015
67107,929,828,5.0,14,14,0,2015
67108,929,832,6.0,12,12,0,2015
67109,929,815,5.0,13,13,0,2015
67110,929,18,0.0,17,17,0,2015
67111,929,8,42.0,4,4,0,2015
67112,929,830,6.0,11,11,0,2015
67113,929,154,12.0,9,9,0,2015
67114,929,813,0.0,20,20,0,2015
67115,929,826,4.0,15,15,0,2015
67116,929,825,0.0,21,21,0,2015
67117,929,822,30.0,6,6,0,2015
67118,929,833,0.0,18,18,0,2015
67119,929,4,0.0,16,16,0,2015
67120,929,829,0.0,19,19,0,2015
67121,930,1,111.0,1,1,3,2015
67122,930,3,91.0,2,2,1,2015
67123,930,20,80.0,3,3,1,2015
67124,930,13,39.0,6,6,0,2015
67125,930,831,14.0,9,9,0,2015
67126,930,817,25.0,7,7,0,2015
67127,930,807,6.0,12,12,0,2015
67128,930,828,5.0,14,14,0,2015
67129,930,832,8.0,10,10,0,2015
67130,930,815,5.0,13,13,0,2015
67131,930,18,0.0,17,17,0,2015
67132,930,8,52.0,4,4,0,2015
67133,930,830,6.0,11,11,0,2015
67134,930,154,16.0,8,8,0,2015
67135,930,813,0.0,20,20,0,2015
67136,930,826,5.0,15,15,0,2015
67137,930,825,0.0,21,21,0,2015
67138,930,822,42.0,5,5,0,2015
67139,930,833,0.0,18,18,0,2015
67140,930,4,0.0,16,16,0,2015
67141,930,829,0.0,19,19,0,2015
67142,931,1,126.0,1,1,3,2015
67143,931,3,116.0,2,2,2,2015
67144,931,20,98.0,3,3,1,2015
67145,931,13,39.0,6,6,0,2015
67146,931,831,16.0,9,9,0,2015
67147,931,817,35.0,7,7,0,2015
67148,931,807,6.0,13,13,0,2015
67149,931,828,5.0,15,15,0,2015
67150,931,832,9.0,12,12,0,2015
67151,931,815,11.0,11,11,0,2015
67152,931,18,4.0,16,16,0,2015
67153,931,8,60.0,4,4,0,2015
67154,931,830,6.0,14,14,0,2015
67155,931,154,16.0,10,10,0,2015
67156,931,813,0.0,20,20,0,2015
67157,931,826,17.0,8,8,0,2015
67158,931,825,0.0,21,21,0,2015
67159,931,822,42.0,5,5,0,2015
67160,931,833,0.0,18,18,0,2015
67161,931,4,0.0,17,17,0,2015
67162,931,829,0.0,19,19,0,2015
67163,932,1,151.0,1,1,4,2015
67164,932,3,134.0,2,2,2,2015
67165,932,20,108.0,3,3,1,2015
67166,932,13,47.0,6,6,0,2015
67167,932,831,16.0,10,10,0,2015
67168,932,817,35.0,7,7,0,2015
67169,932,807,10.0,12,12,0,2015
67170,932,828,5.0,16,16,0,2015
67171,932,832,9.0,13,13,0,2015
67172,932,815,11.0,11,11,0,2015
67173,932,18,4.0,17,17,0,2015
67174,932,8,72.0,4,4,0,2015
67175,932,830,6.0,14,14,0,2015
67176,932,154,17.0,9,9,0,2015
67177,932,813,6.0,15,15,0,2015
67178,932,826,19.0,8,8,0,2015
67179,932,825,0.0,21,21,0,2015
67180,932,822,57.0,5,5,0,2015
67181,932,833,0.0,19,19,0,2015
67182,932,4,0.0,18,18,0,2015
67183,932,829,0.0,20,20,0,2015
67204,933,20,120.0,3,3,1,2015
67205,933,13,62.0,6,6,0,2015
67206,933,831,16.0,11,11,0,2015
67207,933,817,36.0,7,7,0,2015
67208,933,807,18.0,9,9,0,2015
67209,933,828,5.0,16,16,0,2015
67210,933,832,9.0,15,15,0,2015
67211,933,815,13.0,12,12,0,2015
67212,933,18,4.0,17,17,0,2015
67213,933,8,72.0,4,4,0,2015
67214,933,830,10.0,14,14,0,2015
67215,933,154,17.0,10,10,0,2015
67216,933,813,12.0,13,13,0,2015
67217,933,826,19.0,8,8,0,2015
67218,933,825,0.0,21,21,0,2015
67219,933,822,67.0,5,5,0,2015
67220,933,833,0.0,19,19,0,2015
67221,933,4,0.0,18,18,0,2015
67222,933,829,0.0,20,20,0,2015
67223,934,1,194.0,1,1,5,2015
67224,934,3,177.0,2,2,3,2015
67225,934,20,135.0,3,3,1,2015
67226,934,13,74.0,6,6,0,2015
67227,934,831,16.0,11,11,0,2015
67228,934,817,36.0,7,7,0,2015
67229,934,807,24.0,9,9,0,2015
67230,934,828,5.0,16,16,0,2015
67231,934,832,9.0,15,15,0,2015
67232,934,815,15.0,12,12,0,2015
67233,934,18,4.0,17,17,0,2015
67234,934,8,76.0,5,5,0,2015
67235,934,830,10.0,14,14,0,2015
67236,934,154,17.0,10,10,0,2015
67237,934,813,12.0,13,13,0,2015
67238,934,826,27.0,8,8,0,2015
67239,934,825,0.0,21,21,0,2015
67240,934,822,77.0,4,4,0,2015
67241,934,833,0.0,19,19,0,2015
67242,934,4,1.0,18,18,0,2015
67243,934,829,0.0,20,20,0,2015
67244,936,1,202.0,1,1,5,2015
67245,936,3,181.0,2,2,3,2015
67246,936,20,160.0,3,3,2,2015
67247,936,13,74.0,6,6,0,2015
67248,936,831,16.0,12,12,0,2015
67249,936,817,51.0,7,7,0,2015
67250,936,807,24.0,9,9,0,2015
67251,936,828,6.0,18,18,0,2015
67252,936,832,9.0,16,16,0,2015
67253,936,815,15.0,13,13,0,2015
67254,936,18,6.0,17,17,0,2015
67255,936,8,76.0,5,5,0,2015
67256,936,830,22.0,11,11,0,2015
67257,936,154,23.0,10,10,0,2015
67258,936,813,12.0,14,14,0,2015
67259,936,826,45.0,8,8,0,2015
67260,936,825,0.0,21,21,0,2015
67261,936,822,77.0,4,4,0,2015
67262,936,833,0.0,19,19,0,2015
67263,936,4,11.0,15,15,0,2015
67264,936,829,0.0,20,20,0,2015
67265,937,1,227.0,1,1,6,2015
67266,937,3,199.0,2,2,3,2015
67267,937,20,160.0,3,3,2,2015
67268,937,13,82.0,5,5,0,2015
67269,937,831,16.0,13,13,0,2015
67270,937,817,51.0,8,8,0,2015
67271,937,807,24.0,12,12,0,2015
67272,937,828,7.0,17,17,0,2015
67273,937,832,9.0,16,16,0,2015
67274,937,815,25.0,11,11,0,2015
67275,937,18,6.0,18,18,0,2015
67276,937,8,82.0,4,4,0,2015
67277,937,830,26.0,10,10,0,2015
67278,937,154,38.0,9,9,0,2015
67279,937,813,12.0,14,14,0,2015
67280,937,826,57.0,7,7,0,2015
67281,937,825,0.0,21,21,0,2015
67282,937,822,79.0,6,6,0,2015
67283,937,833,0.0,19,19,0,2015
67284,937,4,11.0,15,15,0,2015
67285,937,829,0.0,20,20,0,2015
67286,938,1,252.0,1,1,7,2015
67287,938,3,199.0,2,2,3,2015
67288,938,20,178.0,3,3,2,2015
67289,938,13,97.0,4,4,0,2015
67290,938,831,16.0,13,13,0,2015
67291,938,817,55.0,8,8,0,2015
67292,938,807,30.0,11,11,0,2015
67293,938,828,9.0,17,17,0,2015
67294,938,832,9.0,16,16,0,2015
67295,938,815,33.0,10,10,0,2015
67296,938,18,6.0,18,18,0,2015
67297,938,8,92.0,5,5,0,2015
67298,938,830,26.0,12,12,0,2015
67299,938,154,38.0,9,9,0,2015
67300,938,813,12.0,14,14,0,2015
67301,938,826,58.0,7,7,0,2015
67302,938,825,0.0,21,21,0,2015
67303,938,822,91.0,6,6,0,2015
67304,938,833,0.0,19,19,0,2015
67305,938,4,11.0,15,15,0,2015
67306,938,829,0.0,20,20,0,2015
67307,939,1,252.0,1,1,7,2015
67308,939,3,211.0,2,2,3,2015
67309,939,20,203.0,3,3,3,2015
67310,939,13,97.0,6,6,0,2015
67311,939,831,17.0,13,13,0,2015
67312,939,817,73.0,7,7,0,2015
67313,939,807,30.0,12,12,0,2015
67314,939,828,9.0,17,17,0,2015
67315,939,832,11.0,16,16,0,2015
67316,939,815,39.0,9,9,0,2015
67317,939,18,6.0,18,18,0,2015
67318,939,8,107.0,4,4,0,2015
67319,939,830,30.0,11,11,0,2015
67320,939,154,38.0,10,10,0,2015
67321,939,813,12.0,14,14,0,2015
67322,939,826,66.0,8,8,0,2015
67323,939,825,0.0,22,22,0,2015
67324,939,822,101.0,5,5,0,2015
67325,939,833,0.0,19,19,0,2015
67326,939,4,11.0,15,15,0,2015
67327,939,829,0.0,20,20,0,2015
67328,939,834,0.0,21,21,0,2015
67372,940,834,0.0,21,21,0,2015
67371,940,829,0.0,20,20,0,2015
67370,940,4,11.0,16,16,0,2015
67368,940,822,111.0,5,5,0,2015
67366,940,826,66.0,8,8,0,2015
67365,940,813,16.0,14,14,0,2015
67364,940,154,44.0,9,9,0,2015
67363,940,830,32.0,12,12,0,2015
67359,940,832,12.0,15,15,0,2015
67358,940,828,9.0,17,17,0,2015
67355,940,831,17.0,13,13,0,2015
67352,940,3,229.0,2,2,3,2015
67367,940,825,0.0,22,22,0,2015
67357,940,807,38.0,11,11,0,2015
67360,940,815,39.0,10,10,0,2015
67361,940,18,6.0,18,18,0,2015
67362,940,8,119.0,4,4,0,2015
67354,940,13,97.0,6,6,0,2015
67369,940,833,0.0,19,19,0,2015
67356,940,817,73.0,7,7,0,2015
67353,940,20,218.0,3,3,3,2015
67351,940,1,277.0,1,1,8,2015
67440,942,3,247.0,3,3,3,2015
67526,941,834,0.0,21,21,0,2015
67521,941,825,0.0,22,22,0,2015
67522,941,822,111.0,5,5,0,2015
67443,942,831,27.0,13,13,0,2015
67442,942,13,109.0,6,6,0,2015
67441,942,20,251.0,2,2,3,2015
67525,941,829,0.0,20,20,0,2015
67524,941,4,11.0,16,16,0,2015
67439,942,1,327.0,1,1,10,2015
67523,941,833,0.0,19,19,0,2015
67520,941,826,76.0,7,7,0,2015
67519,941,813,22.0,14,14,0,2015
67518,941,154,44.0,10,10,0,2015
67517,941,830,33.0,12,12,0,2015
67516,941,8,123.0,4,4,0,2015
67515,941,18,8.0,18,18,0,2015
67514,941,815,54.0,9,9,0,2015
67513,941,832,12.0,15,15,0,2015
67512,941,828,9.0,17,17,0,2015
67511,941,807,38.0,11,11,0,2015
67510,941,817,73.0,8,8,0,2015
67509,941,831,25.0,13,13,0,2015
67508,941,13,109.0,6,6,0,2015
67507,941,20,236.0,2,2,3,2015
67506,941,3,229.0,3,3,3,2015
67505,941,1,302.0,1,1,9,2015
67444,942,817,74.0,8,8,0,2015
67445,942,807,38.0,12,12,0,2015
67446,942,828,9.0,18,18,0,2015
67447,942,832,18.0,15,15,0,2015
67448,942,815,64.0,9,9,0,2015
67449,942,18,16.0,16,16,0,2015
67450,942,8,123.0,4,4,0,2015
67451,942,830,45.0,10,10,0,2015
67452,942,154,44.0,11,11,0,2015
67453,942,813,26.0,14,14,0,2015
67454,942,826,76.0,7,7,0,2015
67455,942,825,0.0,22,22,0,2015
67456,942,822,111.0,5,5,0,2015
67457,942,833,0.0,19,19,0,2015
67458,942,4,11.0,17,17,0,2015
67459,942,829,0.0,21,21,0,2015
67460,942,834,0.0,20,20,0,2015
67461,943,1,345.0,1,1,10,2015
67462,943,3,272.0,2,2,4,2015
67463,943,20,251.0,3,3,3,2015
67464,943,13,117.0,6,6,0,2015
67465,943,831,27.0,13,13,0,2015
67466,943,817,84.0,8,8,0,2015
67467,943,807,44.0,12,12,0,2015
67468,943,828,9.0,18,18,0,2015
67469,943,832,18.0,15,15,0,2015
67470,943,815,68.0,9,9,0,2015
67471,943,18,16.0,16,16,0,2015
67472,943,8,123.0,5,5,0,2015
67473,943,830,47.0,10,10,0,2015
67474,943,154,45.0,11,11,0,2015
67475,943,813,26.0,14,14,0,2015
67476,943,826,88.0,7,7,0,2015
67477,943,825,0.0,22,22,0,2015
67478,943,822,126.0,4,4,0,2015
67479,943,833,0.0,19,19,0,2015
67480,943,4,11.0,17,17,0,2015
67481,943,829,0.0,21,21,0,2015
67482,943,834,0.0,20,20,0,2015
67483,944,1,363.0,1,1,10,2015
67484,944,3,297.0,2,2,5,2015
67485,944,20,266.0,3,3,3,2015
67486,944,13,117.0,6,6,0,2015
67487,944,831,27.0,13,13,0,2015
67488,944,817,84.0,8,8,0,2015
67489,944,807,52.0,10,10,0,2015
67490,944,828,9.0,18,18,0,2015
67491,944,832,18.0,15,15,0,2015
67492,944,815,68.0,9,9,0,2015
67493,944,18,16.0,16,16,0,2015
67494,944,8,135.0,5,5,0,2015
67495,944,830,49.0,12,12,0,2015
67496,944,154,49.0,11,11,0,2015
67497,944,813,27.0,14,14,0,2015
67498,944,826,94.0,7,7,0,2015
67499,944,825,0.0,22,22,0,2015
67500,944,822,136.0,4,4,0,2015
67501,944,833,0.0,19,19,0,2015
67502,944,4,11.0,17,17,0,2015
67503,944,829,0.0,21,21,0,2015
67504,944,834,0.0,20,20,0,2015
67527,945,1,381.0,1,1,10,2015
67528,945,3,322.0,2,2,6,2015
67529,945,20,278.0,3,3,3,2015
67530,945,13,121.0,6,6,0,2015
67531,945,831,27.0,13,13,0,2015
67532,945,817,92.0,8,8,0,2015
67533,945,807,58.0,10,10,0,2015
67534,945,828,9.0,18,18,0,2015
67535,945,832,18.0,15,15,0,2015
67536,945,815,78.0,9,9,0,2015
67537,945,18,16.0,16,16,0,2015
67538,945,8,150.0,4,4,0,2015
67539,945,830,49.0,12,12,0,2015
67540,945,154,51.0,11,11,0,2015
67541,945,813,27.0,14,14,0,2015
67542,945,826,95.0,7,7,0,2015
67543,945,825,0.0,22,22,0,2015
67544,945,822,136.0,5,5,0,2015
67545,945,833,0.0,19,19,0,2015
67546,945,4,11.0,17,17,0,2015
67547,945,829,0.0,21,21,0,2015
67548,945,834,0.0,20,20,0,2015
67732,955,1,117.0,2,2,2,2016
67731,955,3,141.0,1,1,5,2016
68106,948,4,0.0,21,21,0,2016
68102,948,828,0.0,17,17,0,2016
68100,948,831,0.0,15,15,0,2016
68098,948,815,0.0,13,13,0,2016
68096,948,835,0.0,11,11,0,2016
68086,948,3,25.0,1,1,1,2016
68104,948,837,0.0,19,19,0,2016
68107,948,826,0.0,22,22,0,2016
68105,948,821,0.0,20,20,0,2016
68103,948,8,0.0,18,18,0,2016
68101,948,836,0.0,16,16,0,2016
68099,948,18,0.0,14,14,0,2016
68097,948,825,0.0,12,12,0,2016
68095,948,830,1.0,10,10,0,2016
68094,948,832,2.0,9,9,0,2016
68093,948,822,4.0,8,8,0,2016
68092,948,807,6.0,7,7,0,2016
68091,948,154,8.0,6,6,0,2016
68090,948,13,10.0,5,5,0,2016
68089,948,817,12.0,4,4,0,2016
68088,948,20,15.0,3,3,0,2016
68087,948,1,18.0,2,2,0,2016
67571,949,3,50.0,1,1,2,2016
67572,949,1,33.0,2,2,0,2016
67573,949,20,15.0,6,6,0,2016
67574,949,817,24.0,3,3,0,2016
67575,949,13,14.0,7,7,0,2016
67576,949,154,18.0,5,5,0,2016
67577,949,807,6.0,9,9,0,2016
67578,949,822,6.0,11,11,0,2016
67579,949,832,2.0,12,12,0,2016
67580,949,830,9.0,8,8,0,2016
67581,949,835,0.0,15,15,0,2016
67582,949,825,0.0,14,14,0,2016
67583,949,815,0.0,17,17,0,2016
67584,949,18,0.0,20,20,0,2016
67585,949,831,0.0,19,19,0,2016
67586,949,836,0.0,18,18,0,2016
67587,949,828,0.0,16,16,0,2016
67588,949,8,18.0,4,4,0,2016
67589,949,837,0.0,21,21,0,2016
67590,949,821,0.0,22,22,0,2016
67591,949,4,0.0,23,23,0,2016
67592,949,826,6.0,10,10,0,2016
67593,949,838,1.0,13,13,0,2016
67594,950,3,75.0,1,1,3,2016
67595,950,1,39.0,2,2,0,2016
67596,950,20,33.0,4,4,0,2016
67597,950,817,36.0,3,3,0,2016
67598,950,13,22.0,6,6,0,2016
67599,950,154,18.0,8,8,0,2016
67600,950,807,6.0,11,11,0,2016
67601,950,822,7.0,10,10,0,2016
67602,950,832,4.0,12,12,0,2016
67603,950,830,13.0,9,9,0,2016
67604,950,835,0.0,16,16,0,2016
67605,950,825,0.0,14,14,0,2016
67606,950,815,0.0,15,15,0,2016
67607,950,18,0.0,19,19,0,2016
67608,950,831,0.0,21,21,0,2016
67609,950,836,0.0,20,20,0,2016
67610,950,828,0.0,17,17,0,2016
67611,950,8,28.0,5,5,0,2016
67612,950,837,0.0,23,23,0,2016
67613,950,821,0.0,22,22,0,2016
67614,950,4,0.0,18,18,0,2016
67615,950,826,21.0,7,7,0,2016
67616,950,838,1.0,13,13,0,2016
67617,951,3,100.0,1,1,4,2016
67618,951,1,57.0,2,2,0,2016
67619,951,20,33.0,5,5,0,2016
67620,951,817,36.0,4,4,0,2016
67621,951,13,32.0,6,6,0,2016
67622,951,154,22.0,7,7,0,2016
67623,951,807,6.0,13,13,0,2016
67624,951,822,19.0,9,9,0,2016
67625,951,832,4.0,14,14,0,2016
67626,951,830,13.0,10,10,0,2016
67627,951,835,0.0,18,18,0,2016
67628,951,825,6.0,12,12,0,2016
67629,951,815,2.0,15,15,0,2016
67630,951,18,1.0,16,16,0,2016
67631,951,831,0.0,21,21,0,2016
67632,951,836,0.0,20,20,0,2016
67633,951,828,0.0,19,19,0,2016
67634,951,8,43.0,3,3,0,2016
67635,951,837,0.0,23,23,0,2016
67636,951,821,0.0,22,22,0,2016
67637,951,4,8.0,11,11,0,2016
67638,951,826,21.0,8,8,0,2016
67639,951,838,1.0,17,17,0,2016
67640,952,3,100.0,1,1,4,2016
67641,952,1,57.0,3,3,0,2016
67642,952,20,48.0,4,4,0,2016
67643,952,817,48.0,5,5,0,2016
67644,952,13,36.0,7,7,0,2016
67645,952,154,22.0,10,10,0,2016
67646,952,807,6.0,15,15,0,2016
67647,952,822,29.0,8,8,0,2016
67648,952,832,12.0,11,11,0,2016
67649,952,830,38.0,6,6,1,2016
67650,952,835,0.0,18,18,0,2016
67651,952,825,6.0,14,14,0,2016
67652,952,815,8.0,13,13,0,2016
67653,952,18,3.0,16,16,0,2016
67654,952,831,0.0,22,22,0,2016
67655,952,836,0.0,21,21,0,2016
67656,952,828,0.0,20,20,0,2016
67657,952,8,61.0,2,2,0,2016
67658,952,837,0.0,23,23,0,2016
67659,952,821,0.0,19,19,0,2016
67660,952,4,8.0,12,12,0,2016
67661,952,826,22.0,9,9,0,2016
67662,952,838,1.0,17,17,0,2016
67663,953,3,106.0,1,1,4,2016
67664,953,1,82.0,2,2,1,2016
67665,953,20,60.0,5,5,0,2016
67666,953,817,66.0,3,3,0,2016
67667,953,13,37.0,7,7,0,2016
67668,953,154,22.0,11,11,0,2016
67669,953,807,14.0,14,14,0,2016
67670,953,822,29.0,8,8,0,2016
67671,953,832,16.0,13,13,0,2016
67672,953,830,38.0,6,6,1,2016
67673,953,835,0.0,19,19,0,2016
67674,953,825,6.0,15,15,0,2016
67675,953,815,23.0,9,9,0,2016
67676,953,18,5.0,16,16,0,2016
67677,953,831,0.0,22,22,0,2016
67678,953,836,0.0,21,21,0,2016
67679,953,828,0.0,20,20,0,2016
67680,953,8,61.0,4,4,0,2016
67681,953,837,0.0,23,23,0,2016
67682,953,821,0.0,18,18,0,2016
67683,953,4,18.0,12,12,0,2016
67684,953,826,22.0,10,10,0,2016
67685,953,838,1.0,17,17,0,2016
67686,954,3,116.0,1,1,4,2016
